model,fold,epoch,learning_rate,train_loss,val_loss,train_accuracy,val_accuracy,train_f1_macro,val_f1_macro
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,1,0.0003,0.7288556864203476,0.529601965988836,0.8492682926829268,0.9419354838709677,0.8496361533177984,0.9410423116615065
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,2,0.0002996346075389736,0.42957103537350166,0.4239271975332691,0.9863414634146341,0.9870967741935484,0.9863413416134408,0.9825771324863883
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,3,0.0002985402103112355,0.41035414201457326,0.4081549056114689,0.9941463414634146,0.9935483870967742,0.9941451451644256,0.9916095199677288
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,4,0.0002967221401100708,0.41227384544000395,0.43367780754643104,0.995609756097561,0.9870967741935484,0.9956085489376226,0.9834130781499202
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,5,0.00029418925439074776,0.41890859865560764,0.3949405416365593,0.995609756097561,1.0,0.9956127167592363,1.0
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,6,0.0002909538931178862,0.403984669301568,0.4047750413417816,0.9980487804878049,0.9935483870967742,0.9980487761402841,0.9916095199677288
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,7,0.0002870318186463901,0.403263612723932,0.3978818005131137,0.9980487804878049,0.9935483870967742,0.9980469892932909,0.9916095199677288
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,8,0.000282442138928839,0.41342192056702404,0.3939728996446056,0.9946341463414634,1.0,0.9946427138423319,1.0
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,9,0.0002772072144234638,0.40406552686923886,0.3922783301722619,0.9965853658536585,1.0,0.9965853564225309,1.0
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,10,0.00027135254915624206,0.41243301728876625,0.4279039321407195,0.9921951219512195,0.9806451612903225,0.9921970208587154,0.9792654742223121
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,11,0.0002649066664678466,0.41139971526657665,0.39643603351808365,0.9926829268292683,0.9935483870967742,0.9926960671003865,0.9939044100669591
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,5,12,0.0002579009700507976,0.3991430725702425,0.3925964734246654,0.9985365853658537,1.0,0.9985365788366034,1.0
