,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,288,1,7,2,0,0
cercospora_leaf_spot,0,507,3,11,6,1
curl_virus,1,8,386,2,0,0
healthy,1,7,1,450,2,0
nutrient_deficiency,2,8,1,3,336,0
powdery_mildew,0,3,0,2,0,209
