,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,255,1,1,0,1,0
cercospora_leaf_spot,0,311,2,0,0,0
curl_virus,2,3,313,3,0,0
healthy,2,1,3,294,1,0
nutrient_deficiency,0,0,2,0,217,0
powdery_mildew,0,0,1,0,0,174
