,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,249,0,3,2,0,0
cercospora_leaf_spot,0,333,6,9,3,0
curl_virus,1,1,317,1,2,0
healthy,0,0,1,304,0,0
nutrient_deficiency,0,0,0,1,213,0
powdery_mildew,0,0,0,0,0,141
