split,class_name,count
train,bacterial_spot,1160
train,cercospora_leaf_spot,1512
train,curl_virus,1417
train,healthy,1333
train,nutrient_deficiency,961
validation,bacterial_spot,120
validation,cercospora_leaf_spot,171
validation,curl_virus,165
validation,healthy,148
validation,nutrient_deficiency,106
test,bacterial_spot,147
test,cercospora_leaf_spot,175
test,curl_virus,423
test,healthy,458
test,nutrient_deficiency,444
