class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,cercospora_leaf_spot,191,0.8489583333333334,0.8534031413612565,0.7943262411347518,0.8511749347258486,0.8996138279306376,163,29,28,112
1,healthy,56,0.6349206349206349,0.7142857142857143,0.9166666666666666,0.6722689075630253,0.9129787784679089,40,23,16,253
2,nutrient_deficiency,50,0.6904761904761905,0.58,0.9539007092198581,0.6304347826086957,0.8834751773049645,29,13,21,269
3,powdery_mildew,35,0.9428571428571428,0.9428571428571428,0.9932659932659933,0.9428571428571428,0.9852332852332852,33,2,2,295
