split,class_name,count
train,bacterial_spot,945
train,cercospora_leaf_spot,1204
train,curl_virus,1128
train,healthy,1050
train,nutrient_deficiency,791
train,powdery_mildew,595
validation,bacterial_spot,104
validation,cercospora_leaf_spot,146
validation,curl_virus,126
validation,healthy,124
validation,nutrient_deficiency,75
validation,powdery_mildew,60
test,bacterial_spot,231
test,cercospora_leaf_spot,333
test,curl_virus,328
test,healthy,307
test,nutrient_deficiency,201
test,powdery_mildew,188
