,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,225,0,5,1,0,0
cercospora_leaf_spot,0,317,9,4,3,0
curl_virus,2,0,325,0,1,0
healthy,0,1,6,300,0,0
nutrient_deficiency,0,1,3,1,196,0
powdery_mildew,0,0,0,0,0,188
