,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,255,0,2,1,0,0
cercospora_leaf_spot,0,310,2,1,0,0
curl_virus,4,0,313,3,1,0
healthy,3,1,5,290,1,1
nutrient_deficiency,0,0,2,0,217,0
powdery_mildew,1,0,0,0,0,174
