,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,294,0,4,0,0,0
cercospora_leaf_spot,1,530,5,14,12,4
curl_virus,2,2,396,0,0,0
healthy,0,14,4,415,1,0
nutrient_deficiency,0,17,0,4,331,0
powdery_mildew,0,3,0,1,0,194
