,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,282,0,0,1,1,0
cercospora_leaf_spot,2,552,4,12,8,1
curl_virus,2,5,378,1,2,0
healthy,0,14,0,432,6,4
nutrient_deficiency,0,23,1,4,312,0
powdery_mildew,1,1,0,1,0,198
