Model,Display,Params_M,FLOPs_G,Infer_ms,OOF_Accuracy,TrainTime_mean_s,Accuracy_mean,Accuracy_std,Recall_mean,Recall_std,TNR_mean,TNR_std,F1_mean,F1_std,MCC_mean,MCC_std
Proposed_AttnV2,Proposed Model V2,2.88647,1.432059136,1.8153071403503418,0.9869166666666667,1163.0235356092453,0.986854596157454,0.009940148936694896,0.9859692621569947,0.011121062860397662,0.997368731701372,0.001983609285574261,0.9860679019992558,0.01101064279969324,0.9842467232460483,0.011940430496662428
