class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,bacterial_spot,231,0.974025974025974,0.974025974025974,0.9955784819454679,0.974025974025974,0.9997766910073469,225,6,6,1351
1,cercospora_leaf_spot,333,0.9848484848484849,0.975975975975976,0.9960159362549801,0.9803921568627451,0.9989830467918117,325,5,8,1250
2,curl_virus,328,0.9669669669669669,0.9817073170731707,0.9912698412698413,0.9742813918305597,0.9996297909407665,322,11,6,1249
3,healthy,307,0.9803921568627451,0.9771986970684039,0.9953161592505855,0.9787928221859706,0.9995117820717222,300,6,7,1275
4,nutrient_deficiency,201,0.98,0.9751243781094527,0.9971160778658976,0.9775561097256857,0.9923776933644681,196,4,5,1383
5,powdery_mildew,188,1.0,1.0,1.0,1.0,1.0,188,0,0,1400
