,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,225,0,5,0,1,0
cercospora_leaf_spot,1,325,2,3,2,0
curl_virus,4,1,322,1,0,0
healthy,0,2,4,300,1,0
nutrient_deficiency,1,2,0,2,196,0
powdery_mildew,0,0,0,0,0,188
