,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,258,0,0,0,0,0
cercospora_leaf_spot,0,309,2,2,0,0
curl_virus,7,0,307,6,1,0
healthy,4,1,3,292,1,0
nutrient_deficiency,0,0,0,0,219,0
powdery_mildew,0,1,0,0,0,174
