epoch,train_loss,train_accuracy,model_internal,model,fold,history_file
6,0.4106865367075292,0.9980487804878048,MobileNetV3_Small,MobileNetV3-Small,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_03/history.csv
7,0.4065520526723163,0.9985365853658535,MobileNetV3_Small,MobileNetV3-Small,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_03/history.csv
8,0.406599121558957,0.9990243902439024,MobileNetV3_Small,MobileNetV3-Small,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_03/history.csv
9,0.408730012847156,0.9985365853658535,MobileNetV3_Small,MobileNetV3-Small,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_03/history.csv
1,0.7004442705759188,0.8736585365853659,MobileNetV3_Small,MobileNetV3-Small,4,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_04/history.csv
2,0.4448631391292665,0.9921951219512196,MobileNetV3_Small,MobileNetV3-Small,4,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_04/history.csv
3,0.4233028140300657,0.9965853658536584,MobileNetV3_Small,MobileNetV3-Small,4,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_04/history.csv
4,0.4217560269192951,0.995609756097561,MobileNetV3_Small,MobileNetV3-Small,4,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_04/history.csv
5,0.4193842843683754,0.997560975609756,MobileNetV3_Small,MobileNetV3-Small,4,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_04/history.csv
6,0.4141989910311815,0.9960975609756098,MobileNetV3_Small,MobileNetV3-Small,4,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_04/history.csv
7,0.4065482952536606,0.9995121951219512,MobileNetV3_Small,MobileNetV3-Small,4,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_04/history.csv
8,0.4082592154130703,0.9965853658536584,MobileNetV3_Small,MobileNetV3-Small,4,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_04/history.csv
9,0.4162032932188452,0.9931707317073172,MobileNetV3_Small,MobileNetV3-Small,4,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_04/history.csv
10,0.4096413819964339,0.997560975609756,MobileNetV3_Small,MobileNetV3-Small,4,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_04/history.csv
11,0.4048721267537373,0.9990243902439024,MobileNetV3_Small,MobileNetV3-Small,4,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_04/history.csv
1,0.6986567339664552,0.871219512195122,MobileNetV3_Small,MobileNetV3-Small,5,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_05/history.csv
2,0.4448043717407599,0.9882926829268291,MobileNetV3_Small,MobileNetV3-Small,5,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_05/history.csv
3,0.425039763218019,0.9990243902439024,MobileNetV3_Small,MobileNetV3-Small,5,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_05/history.csv
4,0.4171786011719122,0.9960975609756098,MobileNetV3_Small,MobileNetV3-Small,5,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_05/history.csv
5,0.4193413690241371,0.9995121951219512,MobileNetV3_Small,MobileNetV3-Small,5,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_05/history.csv
6,0.4120106396442506,0.997560975609756,MobileNetV3_Small,MobileNetV3-Small,5,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_05/history.csv
7,0.4046497704343098,0.9990243902439024,MobileNetV3_Small,MobileNetV3-Small,5,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_05/history.csv
8,0.4028377766725494,0.9995121951219512,MobileNetV3_Small,MobileNetV3-Small,5,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_05/history.csv
9,0.4066340998905461,0.9990243902439024,MobileNetV3_Small,MobileNetV3-Small,5,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_05/history.csv
10,0.4031683513594836,0.9995121951219512,MobileNetV3_Small,MobileNetV3-Small,5,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_05/history.csv
11,0.4034074196001379,0.9985365853658535,MobileNetV3_Small,MobileNetV3-Small,5,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_05/history.csv
1,0.7048053897299418,0.871219512195122,MobileNetV3_Small,MobileNetV3-Small,6,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_06/history.csv
2,0.4376042688183668,0.9917073170731708,MobileNetV3_Small,MobileNetV3-Small,6,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_06/history.csv
3,0.425638242814599,0.9985365853658535,MobileNetV3_Small,MobileNetV3-Small,6,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_06/history.csv
4,0.431303787347747,0.991219512195122,MobileNetV3_Small,MobileNetV3-Small,6,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_06/history.csv
5,0.4092993120449345,0.9995121951219512,MobileNetV3_Small,MobileNetV3-Small,6,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_06/history.csv
6,0.4111464156174078,0.9985365853658535,MobileNetV3_Small,MobileNetV3-Small,6,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_06/history.csv
7,0.4120722039734445,0.9970731707317072,MobileNetV3_Small,MobileNetV3-Small,6,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_06/history.csv
8,0.4065891290874016,0.9980487804878048,MobileNetV3_Small,MobileNetV3-Small,6,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_06/history.csv
9,0.4028418975923119,0.9985365853658535,MobileNetV3_Small,MobileNetV3-Small,6,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_06/history.csv
1,0.7100836805017983,0.8697560975609756,MobileNetV3_Small,MobileNetV3-Small,7,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_07/history.csv
2,0.457051650431098,0.9829268292682928,MobileNetV3_Small,MobileNetV3-Small,7,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_07/history.csv
3,0.4304249646024006,0.9965853658536584,MobileNetV3_Small,MobileNetV3-Small,7,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_07/history.csv
4,0.4173694462310977,0.9960975609756098,MobileNetV3_Small,MobileNetV3-Small,7,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_07/history.csv
5,0.4071252164026586,0.9990243902439024,MobileNetV3_Small,MobileNetV3-Small,7,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_07/history.csv
6,0.4176578434502206,0.9965853658536584,MobileNetV3_Small,MobileNetV3-Small,7,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_07/history.csv
7,0.4096242406891613,0.9985365853658535,MobileNetV3_Small,MobileNetV3-Small,7,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_07/history.csv
8,0.4093938656551082,0.9985365853658535,MobileNetV3_Small,MobileNetV3-Small,7,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_07/history.csv
9,0.4044125155704777,0.9985365853658535,MobileNetV3_Small,MobileNetV3-Small,7,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_07/history.csv
1,0.699726095199585,0.8707317073170732,MobileNetV3_Small,MobileNetV3-Small,8,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_08/history.csv
2,0.439420201255054,0.9897560975609756,MobileNetV3_Small,MobileNetV3-Small,8,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_08/history.csv
3,0.4314534678110262,0.9936585365853658,MobileNetV3_Small,MobileNetV3-Small,8,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_08/history.csv
4,0.4247261004913144,0.9941463414634146,MobileNetV3_Small,MobileNetV3-Small,8,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_08/history.csv
5,0.4091684596712996,1.0,MobileNetV3_Small,MobileNetV3-Small,8,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_08/history.csv
6,0.4088733518414381,0.9970731707317072,MobileNetV3_Small,MobileNetV3-Small,8,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_08/history.csv
7,0.4112832741621064,0.9980487804878048,MobileNetV3_Small,MobileNetV3-Small,8,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_08/history.csv
8,0.4039976941666952,0.9995121951219512,MobileNetV3_Small,MobileNetV3-Small,8,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_08/history.csv
9,0.405456092125032,0.9990243902439024,MobileNetV3_Small,MobileNetV3-Small,8,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_08/history.csv
10,0.4030019380988144,0.9995121951219512,MobileNetV3_Small,MobileNetV3-Small,8,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_08/history.csv
1,0.7116017955686987,0.8590243902439024,MobileNetV3_Small,MobileNetV3-Small,9,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_09/history.csv
2,0.4460988804770679,0.9878048780487804,MobileNetV3_Small,MobileNetV3-Small,9,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_09/history.csv
3,0.4275196996549281,0.9946341463414634,MobileNetV3_Small,MobileNetV3-Small,9,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_09/history.csv
4,0.4198863745898735,0.9980487804878048,MobileNetV3_Small,MobileNetV3-Small,9,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_09/history.csv
5,0.4128413096288355,0.9990243902439024,MobileNetV3_Small,MobileNetV3-Small,9,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_09/history.csv
6,0.4122426881441255,0.9985365853658535,MobileNetV3_Small,MobileNetV3-Small,9,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_09/history.csv
7,0.4120351575060588,0.997560975609756,MobileNetV3_Small,MobileNetV3-Small,9,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_09/history.csv
8,0.410920778600181,0.9990243902439024,MobileNetV3_Small,MobileNetV3-Small,9,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_09/history.csv
9,0.4080394272687958,0.9985365853658535,MobileNetV3_Small,MobileNetV3-Small,9,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_09/history.csv
1,0.697617457087447,0.875609756097561,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
2,0.4490193797320854,0.9882926829268291,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
3,0.4313879945801525,0.9946341463414634,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
4,0.4185034466952812,0.9965853658536584,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
5,0.4143360905530976,0.9980487804878048,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
6,0.4156081346186196,0.9965853658536584,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
7,0.4085821451210394,0.9990243902439024,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
8,0.4069480901811181,0.997560975609756,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
9,0.400143143083991,0.9995121951219512,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
10,0.4070230791336152,0.9980487804878048,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
11,0.4035485209488287,0.9980487804878048,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
12,0.3976233874297724,1.0,MobileNetV3_Small,MobileNetV3-Small,10,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_10/history.csv
1,0.8044136552694368,0.7902439024390244,ChiliLiteV2_NoColor_Ablation,Proposed,1,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_01/history.csv
2,0.4272683001727592,0.9878048780487804,ChiliLiteV2_NoColor_Ablation,Proposed,1,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_01/history.csv
3,0.4329624348151974,0.9848780487804878,ChiliLiteV2_NoColor_Ablation,Proposed,1,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_01/history.csv
4,0.4357297269309439,0.9882926829268291,ChiliLiteV2_NoColor_Ablation,Proposed,1,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_01/history.csv
5,0.4188816984688363,0.9926829268292684,ChiliLiteV2_NoColor_Ablation,Proposed,1,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_01/history.csv
6,0.4173113710124318,0.9921951219512196,ChiliLiteV2_NoColor_Ablation,Proposed,1,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_01/history.csv
7,0.400582416813548,0.9965853658536584,ChiliLiteV2_NoColor_Ablation,Proposed,1,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_01/history.csv
8,0.4025796790820796,0.995609756097561,ChiliLiteV2_NoColor_Ablation,Proposed,1,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_01/history.csv
9,0.4138538604829369,0.9907317073170732,ChiliLiteV2_NoColor_Ablation,Proposed,1,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_01/history.csv
1,0.7148099551549771,0.84,ChiliLiteV2_NoColor_Ablation,Proposed,2,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_02/history.csv
2,0.4235647845559004,0.988780487804878,ChiliLiteV2_NoColor_Ablation,Proposed,2,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_02/history.csv
3,0.4195932322013669,0.991219512195122,ChiliLiteV2_NoColor_Ablation,Proposed,2,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_02/history.csv
4,0.4014743173994669,0.997560975609756,ChiliLiteV2_NoColor_Ablation,Proposed,2,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_02/history.csv
5,0.4001192385685153,0.997560975609756,ChiliLiteV2_NoColor_Ablation,Proposed,2,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_02/history.csv
6,0.4018250054847903,0.997560975609756,ChiliLiteV2_NoColor_Ablation,Proposed,2,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_02/history.csv
7,0.3947428516062294,1.0,ChiliLiteV2_NoColor_Ablation,Proposed,2,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_02/history.csv
8,0.3955682895823222,0.9990243902439024,ChiliLiteV2_NoColor_Ablation,Proposed,2,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_02/history.csv
9,0.401947119875652,0.9970731707317072,ChiliLiteV2_NoColor_Ablation,Proposed,2,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_02/history.csv
10,0.4334818166348992,0.9848780487804878,ChiliLiteV2_NoColor_Ablation,Proposed,2,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_02/history.csv
1,0.7613200378999477,0.82,ChiliLiteV2_NoColor_Ablation,Proposed,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_03/history.csv
2,0.4260391144054692,0.9858536585365854,ChiliLiteV2_NoColor_Ablation,Proposed,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_03/history.csv
3,0.4116752385511631,0.9946341463414634,ChiliLiteV2_NoColor_Ablation,Proposed,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_03/history.csv
4,0.4021127085569428,0.9980487804878048,ChiliLiteV2_NoColor_Ablation,Proposed,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_03/history.csv
5,0.4104528587620433,0.9946341463414634,ChiliLiteV2_NoColor_Ablation,Proposed,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_03/history.csv
6,0.4047657939282859,0.9960975609756098,ChiliLiteV2_NoColor_Ablation,Proposed,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_03/history.csv
7,0.4130337339494286,0.9931707317073172,ChiliLiteV2_NoColor_Ablation,Proposed,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_03/history.csv
8,0.4033450082453286,0.9965853658536584,ChiliLiteV2_NoColor_Ablation,Proposed,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_03/history.csv
9,0.4094512134645043,0.9965853658536584,ChiliLiteV2_NoColor_Ablation,Proposed,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_03/history.csv
10,0.4102817272558445,0.9941463414634146,ChiliLiteV2_NoColor_Ablation,Proposed,3,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/chililite_improvements/ChiliLiteV2_NoColor_Ablation/fold_03/history.csv
