,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,261,0,6,3,0,0
cercospora_leaf_spot,3,487,4,26,15,1
curl_virus,2,0,422,5,0,0
healthy,0,14,0,437,3,1
nutrient_deficiency,1,13,2,10,343,0
powdery_mildew,0,2,0,0,0,187
