class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,cercospora_leaf_spot,899,0.7629310344827587,0.5906562847608454,0.7823218997361477,0.6658307210031348,0.7409199902559572,531,165,368,593
1,healthy,329,0.40843023255813954,0.8541033434650456,0.6935240963855421,0.5526057030481809,0.8313504778994396,281,407,48,921
2,nutrient_deficiency,267,0.463519313304721,0.4044943820224719,0.9100719424460432,0.432,0.7829305095249642,108,125,159,1265
3,powdery_mildew,162,0.975,0.24074074074074073,0.9993311036789297,0.38613861386138615,0.9420269210124284,39,1,123,1494
