,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,256,0,0,1,1,0
cercospora_leaf_spot,0,312,1,0,0,0
curl_virus,3,2,314,2,0,0
healthy,4,2,2,292,1,0
nutrient_deficiency,0,0,2,0,217,0
powdery_mildew,0,1,0,0,0,174
