regime,job_tag,channel,snr_db,method,BER_mean_std
mixed,MIXED,Rayleigh,0.0,RNND_Zhu,2.898e-01 ± 1.93e-03
mixed,MIXED,Rayleigh,0.0,SC,1.999e-01 ± 1.88e-03
mixed,MIXED,Rayleigh,1.0,CNN_RNND,2.462e-01 ± 3.23e-03
mixed,MIXED,Rayleigh,1.0,ML,1.541e-01 ± 2.55e-03
mixed,MIXED,Rayleigh,1.0,PNND,2.649e-01 ± 5.52e-03
mixed,MIXED,Rayleigh,1.0,Proposed_CA_CNN_RNND,1.835e-01 ± 2.18e-03
mixed,MIXED,Rayleigh,1.0,RNND_Zhu,2.510e-01 ± 3.97e-03
mixed,MIXED,Rayleigh,1.0,SC,1.547e-01 ± 3.01e-03
mixed,MIXED,Rayleigh,2.0,CNN_RNND,2.080e-01 ± 1.06e-03
mixed,MIXED,Rayleigh,2.0,ML,1.129e-01 ± 1.52e-03
mixed,MIXED,Rayleigh,2.0,PNND,2.275e-01 ± 2.68e-03
mixed,MIXED,Rayleigh,2.0,Proposed_CA_CNN_RNND,1.433e-01 ± 2.41e-03
mixed,MIXED,Rayleigh,2.0,RNND_Zhu,2.106e-01 ± 2.14e-03
mixed,MIXED,Rayleigh,2.0,SC,1.136e-01 ± 1.39e-03
mixed,MIXED,Rayleigh,3.0,CNN_RNND,1.707e-01 ± 1.68e-03
mixed,MIXED,Rayleigh,3.0,ML,7.716e-02 ± 1.50e-03
mixed,MIXED,Rayleigh,3.0,PNND,1.916e-01 ± 4.99e-03
mixed,MIXED,Rayleigh,3.0,Proposed_CA_CNN_RNND,1.083e-01 ± 2.15e-03
mixed,MIXED,Rayleigh,3.0,RNND_Zhu,1.742e-01 ± 2.39e-03
mixed,MIXED,Rayleigh,3.0,SC,7.740e-02 ± 1.47e-03
mixed,MIXED,Rayleigh,4.0,CNN_RNND,1.356e-01 ± 4.33e-04
mixed,MIXED,Rayleigh,4.0,ML,5.000e-02 ± 1.01e-03
mixed,MIXED,Rayleigh,4.0,PNND,1.541e-01 ± 4.88e-03
mixed,MIXED,Rayleigh,4.0,Proposed_CA_CNN_RNND,7.887e-02 ± 2.50e-03
mixed,MIXED,Rayleigh,4.0,RNND_Zhu,1.361e-01 ± 2.18e-03
mixed,MIXED,Rayleigh,4.0,SC,5.039e-02 ± 1.18e-03
mixed,MIXED,Rayleigh,5.0,CNN_RNND,1.056e-01 ± 1.44e-03
mixed,MIXED,Rayleigh,5.0,ML,3.089e-02 ± 1.31e-03
mixed,MIXED,Rayleigh,5.0,PNND,1.236e-01 ± 5.27e-03
mixed,MIXED,Rayleigh,5.0,Proposed_CA_CNN_RNND,5.546e-02 ± 1.81e-03
mixed,MIXED,Rayleigh,5.0,RNND_Zhu,1.057e-01 ± 2.36e-03
mixed,MIXED,Rayleigh,5.0,SC,3.116e-02 ± 1.36e-03
mixed,MIXED,Rayleigh,6.0,CNN_RNND,7.978e-02 ± 1.45e-03
mixed,MIXED,Rayleigh,6.0,ML,1.804e-02 ± 1.02e-03
mixed,MIXED,Rayleigh,6.0,PNND,9.447e-02 ± 5.00e-03
mixed,MIXED,Rayleigh,6.0,Proposed_CA_CNN_RNND,3.799e-02 ± 2.05e-03
mixed,MIXED,Rayleigh,6.0,RNND_Zhu,7.773e-02 ± 1.68e-03
mixed,MIXED,Rayleigh,6.0,SC,1.799e-02 ± 8.79e-04
mixed,MIXED,Rayleigh,7.0,CNN_RNND,5.827e-02 ± 1.94e-03
mixed,MIXED,Rayleigh,7.0,ML,9.749e-03 ± 2.07e-04
mixed,MIXED,Rayleigh,7.0,PNND,7.099e-02 ± 4.42e-03
mixed,MIXED,Rayleigh,7.0,Proposed_CA_CNN_RNND,2.470e-02 ± 2.10e-03
mixed,MIXED,Rayleigh,7.0,RNND_Zhu,5.712e-02 ± 1.76e-03
mixed,MIXED,Rayleigh,7.0,SC,9.796e-03 ± 3.02e-04
mixed,MIXED,RicianLOS,0.0,CNN_RNND,2.242e-01 ± 1.93e-03
mixed,MIXED,RicianLOS,0.0,ML,1.554e-01 ± 3.14e-03
mixed,MIXED,RicianLOS,0.0,PNND,2.251e-01 ± 3.12e-03
mixed,MIXED,RicianLOS,0.0,Proposed_CA_CNN_RNND,1.802e-01 ± 2.73e-03
mixed,MIXED,RicianLOS,0.0,RNND_Zhu,2.100e-01 ± 1.56e-03
mixed,MIXED,RicianLOS,0.0,SC,1.563e-01 ± 3.19e-03
mixed,MIXED,RicianLOS,1.0,CNN_RNND,1.785e-01 ± 2.49e-03
mixed,MIXED,RicianLOS,1.0,ML,1.091e-01 ± 1.93e-03
mixed,MIXED,RicianLOS,1.0,PNND,1.811e-01 ± 3.11e-03
mixed,MIXED,RicianLOS,1.0,Proposed_CA_CNN_RNND,1.362e-01 ± 2.49e-03
mixed,MIXED,RicianLOS,1.0,RNND_Zhu,1.651e-01 ± 1.08e-03
mixed,MIXED,RicianLOS,1.0,SC,1.099e-01 ± 1.68e-03
mixed,MIXED,RicianLOS,2.0,CNN_RNND,1.321e-01 ± 2.14e-03
mixed,MIXED,RicianLOS,2.0,ML,6.781e-02 ± 8.08e-04
mixed,MIXED,RicianLOS,2.0,PNND,1.357e-01 ± 3.62e-03
mixed,MIXED,RicianLOS,2.0,Proposed_CA_CNN_RNND,9.517e-02 ± 2.54e-03
mixed,MIXED,RicianLOS,2.0,RNND_Zhu,1.192e-01 ± 1.94e-03
mixed,MIXED,RicianLOS,2.0,SC,6.873e-02 ± 1.14e-03
mixed,MIXED,RicianLOS,3.0,CNN_RNND,9.467e-02 ± 2.17e-03
mixed,MIXED,RicianLOS,3.0,ML,3.925e-02 ± 9.72e-04
mixed,MIXED,RicianLOS,3.0,PNND,9.937e-02 ± 3.80e-03
mixed,MIXED,RicianLOS,3.0,Proposed_CA_CNN_RNND,6.362e-02 ± 2.72e-03
mixed,MIXED,RicianLOS,3.0,RNND_Zhu,8.262e-02 ± 7.52e-04
mixed,MIXED,RicianLOS,3.0,SC,3.936e-02 ± 1.32e-03
mixed,MIXED,RicianLOS,4.0,CNN_RNND,6.238e-02 ± 2.37e-03
mixed,MIXED,RicianLOS,4.0,ML,1.974e-02 ± 7.76e-04
mixed,MIXED,RicianLOS,4.0,PNND,6.738e-02 ± 4.40e-03
mixed,MIXED,RicianLOS,4.0,Proposed_CA_CNN_RNND,3.889e-02 ± 2.50e-03
mixed,MIXED,RicianLOS,4.0,RNND_Zhu,5.323e-02 ± 2.35e-03
mixed,MIXED,RicianLOS,4.0,SC,1.988e-02 ± 6.71e-04
mixed,MIXED,RicianLOS,5.0,CNN_RNND,3.857e-02 ± 2.46e-03
mixed,MIXED,RicianLOS,5.0,ML,8.889e-03 ± 5.65e-04
mixed,MIXED,RicianLOS,5.0,PNND,4.248e-02 ± 3.29e-03
mixed,MIXED,RicianLOS,5.0,Proposed_CA_CNN_RNND,2.248e-02 ± 2.30e-03
mixed,MIXED,RicianLOS,5.0,RNND_Zhu,3.176e-02 ± 1.29e-03
mixed,MIXED,RicianLOS,5.0,SC,8.927e-03 ± 5.67e-04
mixed,MIXED,RicianLOS,6.0,CNN_RNND,2.172e-02 ± 1.03e-03
mixed,MIXED,RicianLOS,6.0,ML,3.384e-03 ± 2.50e-04
mixed,MIXED,RicianLOS,6.0,PNND,2.532e-02 ± 3.47e-03
mixed,MIXED,RicianLOS,6.0,Proposed_CA_CNN_RNND,1.168e-02 ± 1.29e-03
mixed,MIXED,RicianLOS,6.0,RNND_Zhu,1.771e-02 ± 5.41e-04
mixed,MIXED,RicianLOS,6.0,SC,3.393e-03 ± 2.85e-04
mixed,MIXED,RicianLOS,7.0,CNN_RNND,1.278e-02 ± 1.32e-03
mixed,MIXED,RicianLOS,7.0,ML,1.208e-03 ± 1.38e-04
mixed,MIXED,RicianLOS,7.0,PNND,1.566e-02 ± 2.21e-03
mixed,MIXED,RicianLOS,7.0,Proposed_CA_CNN_RNND,6.102e-03 ± 9.18e-04
mixed,MIXED,RicianLOS,7.0,RNND_Zhu,9.906e-03 ± 6.00e-04
mixed,MIXED,RicianLOS,7.0,SC,1.212e-03 ± 1.35e-04
unseen,UNSEEN_Impulsive,Impulsive,0.0,CNN_RNND,2.233e-01 ± 1.99e-03
unseen,UNSEEN_Impulsive,Impulsive,0.0,ML,1.928e-01 ± 2.74e-03
unseen,UNSEEN_Impulsive,Impulsive,0.0,PNND,2.382e-01 ± 3.63e-03
unseen,UNSEEN_Impulsive,Impulsive,0.0,Proposed_CA_CNN_RNND,2.259e-01 ± 2.92e-03
unseen,UNSEEN_Impulsive,Impulsive,0.0,RNND_Zhu,2.205e-01 ± 2.89e-03
unseen,UNSEEN_Impulsive,Impulsive,0.0,SC,1.927e-01 ± 2.45e-03
unseen,UNSEEN_Impulsive,Impulsive,1.0,CNN_RNND,1.762e-01 ± 3.62e-03
unseen,UNSEEN_Impulsive,Impulsive,1.0,ML,1.449e-01 ± 1.85e-03
unseen,UNSEEN_Impulsive,Impulsive,1.0,PNND,1.967e-01 ± 5.20e-03
unseen,UNSEEN_Impulsive,Impulsive,1.0,Proposed_CA_CNN_RNND,1.803e-01 ± 3.22e-03
unseen,UNSEEN_Impulsive,Impulsive,1.0,RNND_Zhu,1.748e-01 ± 3.69e-03
unseen,UNSEEN_Impulsive,Impulsive,1.0,SC,1.458e-01 ± 2.31e-03
unseen,UNSEEN_Impulsive,Impulsive,2.0,CNN_RNND,1.348e-01 ± 1.53e-03
unseen,UNSEEN_Impulsive,Impulsive,2.0,ML,1.035e-01 ± 1.51e-03
unseen,UNSEEN_Impulsive,Impulsive,2.0,PNND,1.574e-01 ± 4.90e-03
unseen,UNSEEN_Impulsive,Impulsive,2.0,Proposed_CA_CNN_RNND,1.395e-01 ± 1.37e-03
unseen,UNSEEN_Impulsive,Impulsive,2.0,RNND_Zhu,1.356e-01 ± 1.49e-03
unseen,UNSEEN_Impulsive,Impulsive,2.0,SC,1.040e-01 ± 1.34e-03
unseen,UNSEEN_Impulsive,Impulsive,3.0,CNN_RNND,9.641e-02 ± 2.65e-03
unseen,UNSEEN_Impulsive,Impulsive,3.0,ML,6.818e-02 ± 8.09e-04
unseen,UNSEEN_Impulsive,Impulsive,3.0,PNND,1.218e-01 ± 5.13e-03
unseen,UNSEEN_Impulsive,Impulsive,3.0,Proposed_CA_CNN_RNND,1.012e-01 ± 2.18e-03
unseen,UNSEEN_Impulsive,Impulsive,3.0,RNND_Zhu,9.983e-02 ± 1.69e-03
unseen,UNSEEN_Impulsive,Impulsive,3.0,SC,6.805e-02 ± 4.70e-04
unseen,UNSEEN_Impulsive,Impulsive,4.0,CNN_RNND,6.916e-02 ± 3.26e-03
unseen,UNSEEN_Impulsive,Impulsive,4.0,ML,4.405e-02 ± 1.41e-03
unseen,UNSEEN_Impulsive,Impulsive,4.0,PNND,9.513e-02 ± 4.92e-03
unseen,UNSEEN_Impulsive,Impulsive,4.0,Proposed_CA_CNN_RNND,7.264e-02 ± 2.76e-03
unseen,UNSEEN_Impulsive,Impulsive,4.0,RNND_Zhu,7.446e-02 ± 1.34e-03
unseen,UNSEEN_Impulsive,Impulsive,4.0,SC,4.401e-02 ± 1.67e-03
unseen,UNSEEN_Impulsive,Impulsive,5.0,CNN_RNND,4.862e-02 ± 2.50e-03
unseen,UNSEEN_Impulsive,Impulsive,5.0,ML,2.744e-02 ± 8.70e-04
unseen,UNSEEN_Impulsive,Impulsive,5.0,PNND,7.157e-02 ± 4.08e-03
unseen,UNSEEN_Impulsive,Impulsive,5.0,Proposed_CA_CNN_RNND,5.093e-02 ± 2.50e-03
unseen,UNSEEN_Impulsive,Impulsive,5.0,RNND_Zhu,5.450e-02 ± 1.29e-03
unseen,UNSEEN_Impulsive,Impulsive,5.0,SC,2.747e-02 ± 1.05e-03
unseen,UNSEEN_Impulsive,Impulsive,6.0,CNN_RNND,3.511e-02 ± 3.05e-03
unseen,UNSEEN_Impulsive,Impulsive,6.0,ML,1.798e-02 ± 5.86e-04
unseen,UNSEEN_Impulsive,Impulsive,6.0,PNND,5.496e-02 ± 4.42e-03
unseen,UNSEEN_Impulsive,Impulsive,6.0,Proposed_CA_CNN_RNND,3.612e-02 ± 2.08e-03
unseen,UNSEEN_Impulsive,Impulsive,6.0,RNND_Zhu,4.007e-02 ± 7.97e-04
unseen,UNSEEN_Impulsive,Impulsive,6.0,SC,1.808e-02 ± 6.18e-04
unseen,UNSEEN_Impulsive,Impulsive,7.0,CNN_RNND,2.626e-02 ± 1.66e-03
unseen,UNSEEN_Impulsive,Impulsive,7.0,ML,1.188e-02 ± 7.32e-04
unseen,UNSEEN_Impulsive,Impulsive,7.0,PNND,4.191e-02 ± 3.71e-03
unseen,UNSEEN_Impulsive,Impulsive,7.0,Proposed_CA_CNN_RNND,2.624e-02 ± 1.57e-03
unseen,UNSEEN_Impulsive,Impulsive,7.0,RNND_Zhu,3.041e-02 ± 6.13e-04
unseen,UNSEEN_Impulsive,Impulsive,7.0,SC,1.191e-02 ± 6.94e-04
