class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,cercospora_leaf_spot,899,0.7589285714285714,0.3781979977753059,0.8187919463087249,0.5048255382331106,0.6430457779337221,340,108,559,488
1,healthy,329,0.3228941684665227,0.9088145896656535,0.46226415094339623,0.47649402390438245,0.7637508015870119,299,627,30,539
2,nutrient_deficiency,267,0.4214876033057851,0.19101123595505617,0.9429967426710097,0.26288659793814434,0.7023554636508924,51,70,216,1158
