class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,bacterial_spot,298,0.9863013698630136,0.9664429530201343,0.997948717948718,0.976271186440678,0.9962725864739288,288,4,10,1946
1,cercospora_leaf_spot,528,0.949438202247191,0.9602272727272727,0.9843023255813953,0.9548022598870056,0.9964125264270614,507,27,21,1693
2,curl_virus,397,0.9698492462311558,0.9722921914357683,0.993517017828201,0.9710691823899371,0.9987956676695966,386,12,11,1839
3,healthy,461,0.9574468085106383,0.9761388286334056,0.9888080581980974,0.966702470461869,0.9965161742981062,450,20,11,1767
4,nutrient_deficiency,350,0.9767441860465116,0.96,0.9957850368809273,0.968299711815562,0.9971232876712328,336,8,14,1890
5,powdery_mildew,214,0.9952380952380953,0.9766355140186916,0.9995083579154376,0.9858490566037735,0.9988984000955716,209,1,5,2033
