repeat,seed,regime,job_tag,method,epoch,loss,denoise_loss,decode_loss,val_log10_BER
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,1,0.7858172655105591,0.535786509513855,0.2500307559967041,-0.3112040583672051
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,2,2.231761336326599,1.981825828552246,0.24993545934557915,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,3,1.2427104860544205,0.9928480684757233,0.2498624250292778,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,4,1.37885120511055,1.129131369292736,0.24971985816955566,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,5,1.0195558220148087,0.769944429397583,0.24961140006780624,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,6,0.942955732345581,0.6935723945498466,0.2493833377957344,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,7,0.9716108739376068,0.7224463671445847,0.24916450679302216,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,8,1.06688991189003,0.8178833574056625,0.24900655820965767,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,9,0.829625129699707,0.5810182839632034,0.2486068308353424,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,10,0.7866253703832626,0.5385344326496124,0.24809091538190842,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,11,0.7907624393701553,0.5436223596334457,0.24714010208845139,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,12,0.8120090067386627,0.5658874288201332,0.246121596544981,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,13,0.8185826987028122,0.5737540647387505,0.24482861161231995,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,14,0.7328012138605118,0.49003205448389053,0.24276915192604065,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,15,0.6869269758462906,0.4470069035887718,0.23992008343338966,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,16,0.6633272171020508,0.4267963618040085,0.23653088510036469,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,17,0.8042764216661453,0.5692410618066788,0.23503536731004715,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,18,0.9066480547189713,0.6717027872800827,0.23494525253772736,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,19,0.681072011590004,0.45142775028944016,0.2296442575752735,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,20,0.6102093905210495,0.3838086724281311,0.2264007143676281,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,21,0.792150229215622,0.5611618310213089,0.23098838701844215,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,22,0.6555809080600739,0.42755068838596344,0.2280302196741104,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,23,0.9433007538318634,0.7144089937210083,0.22889173030853271,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,24,0.7489184886217117,0.5215006545186043,0.22741781920194626,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,25,0.794329360127449,0.565509632229805,0.22881974652409554,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,26,0.7542838007211685,0.5279916971921921,0.22629209980368614,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,27,0.6801915019750595,0.45801449567079544,0.22217702120542526,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,28,0.6014387011528015,0.3827818036079407,0.21865689381957054,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,29,0.9619754254817963,0.7324896454811096,0.22948576509952545,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,30,0.7285865247249603,0.5015776008367538,0.22700892016291618,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,31,0.6604949980974197,0.4391574189066887,0.22133758291602135,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,32,0.7201313078403473,0.4958043023943901,0.22432700544595718,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,33,0.6663338243961334,0.44627488404512405,0.22005892917513847,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,34,0.7432940751314163,0.5215117707848549,0.22178229317069054,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,35,0.8502195924520493,0.625748336315155,0.22447124868631363,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,36,0.738948866724968,0.5174333080649376,0.22151556611061096,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,37,0.702218770980835,0.48519960045814514,0.21701918169856071,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,38,0.5679230093955994,0.35587721318006516,0.2120457962155342,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,39,0.5759028345346451,0.3652149885892868,0.21068784594535828,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,40,0.6664164662361145,0.4522535651922226,0.2141629010438919,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,41,0.5222643613815308,0.3158124312758446,0.20645193755626678,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,42,0.580865204334259,0.36873340979218483,0.2121317982673645,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,43,0.7463780045509338,0.5311452820897102,0.2152327261865139,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,44,0.6624522507190704,0.4462881572544575,0.21616410091519356,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,45,0.6881463825702667,0.4736182242631912,0.2145281545817852,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,46,0.6214770972728729,0.4149036779999733,0.20657340809702873,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,47,0.5997150540351868,0.3954167030751705,0.20429834723472595,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,48,0.7698030173778534,0.5570261478424072,0.21277686581015587,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,49,0.6624151468276978,0.4541891738772392,0.20822597295045853,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,50,0.5620468631386757,0.3650510087609291,0.19699585437774658,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,51,0.579835407435894,0.37989504635334015,0.19994034990668297,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,52,0.3414113372564316,0.16405422985553741,0.17735711485147476,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,53,0.5087681412696838,0.3195943869650364,0.18917373940348625,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,54,0.5082852318882942,0.32009540870785713,0.1881898194551468,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,55,0.6139603406190872,0.420591302216053,0.1933690421283245,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,56,0.5141450762748718,0.3276793137192726,0.1864657700061798,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,57,0.4936818778514862,0.3144678547978401,0.17921402677893639,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,58,0.5950462818145752,0.4016287550330162,0.1934175230562687,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,59,0.5847838371992111,0.3921791687607765,0.1926046796143055,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,60,0.45502548664808273,0.27585526555776596,0.17917020991444588,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,61,0.6855638474225998,0.485882431268692,0.19968140125274658,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,62,0.4411980211734772,0.2647118754684925,0.17648614943027496,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,63,0.6447535455226898,0.45519397035241127,0.18955958262085915,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,64,0.5430596545338631,0.361837238073349,0.18122239410877228,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,65,0.487846739590168,0.3102017007768154,0.17764504253864288,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,66,0.5915991067886353,0.3981568291783333,0.19344227761030197,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,67,0.5870639681816101,0.4065355360507965,0.1805284172296524,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,68,0.5358971953392029,0.3594914674758911,0.17640572786331177,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,69,0.42738308012485504,0.2613496966660023,0.16603339090943336,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,70,0.7023977190256119,0.5099816620349884,0.19241605699062347,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,71,0.5671200007200241,0.38476981595158577,0.18235018476843834,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,72,0.5614865273237228,0.37985267490148544,0.1816338449716568,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,73,0.5660805255174637,0.3851503059267998,0.1809302158653736,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,74,0.5177371501922607,0.3439961411058903,0.17374100908637047,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,75,0.41429027915000916,0.2517678700387478,0.16252240538597107,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,76,0.4837387949228287,0.31316908076405525,0.17056971788406372,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,77,0.4662206918001175,0.29402120411396027,0.17219949513673782,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,78,0.618214413523674,0.433382123708725,0.18483228608965874,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,79,0.47628114372491837,0.31029579043388367,0.165985357016325,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,80,0.5775476098060608,0.4030253440141678,0.1745222583413124,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,81,0.5079518854618073,0.337691530585289,0.17026035115122795,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,82,0.6039369776844978,0.42616356164216995,0.17777342349290848,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,83,0.4997578561306,0.32661742717027664,0.17314042523503304,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,84,0.47293541580438614,0.3111652173101902,0.16177020221948624,
2,260818,unseen,UNSEEN_Impulsive,CNN_RNND,85,0.6299498230218887,0.44343701004981995,0.1865128129720688,
