model,fold,epoch,learning_rate,train_loss,val_loss,train_accuracy,val_accuracy,train_f1_macro,val_f1_macro
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,4,1,0.0003,0.7460572598620159,0.48635254675342193,0.8360975609756097,0.9741935483870968,0.8370079397732931,0.9718548685671973
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,4,2,0.0002996346075389736,0.4200046125272425,0.42060090553375984,0.9921951219512195,0.9870967741935484,0.9921915264877791,0.9849583168430595
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,4,3,0.0002985402103112355,0.4083443860019126,0.40093082843288297,0.9965853658536585,1.0,0.9965835761207259,1.0
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,4,4,0.0002967221401100708,0.40835203066104797,0.40534400055485387,0.9960975609756098,1.0,0.9960975551718547,1.0
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,4,5,0.00029418925439074776,0.4270115370866729,0.4237076634360898,0.9902439024390244,0.9870967741935484,0.9902591657514526,0.9825771324863883
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,4,6,0.0002909538931178862,0.43724083807410263,0.40473269166484954,0.9863414634146341,0.9935483870967742,0.9863997524966329,0.99120476408612
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,4,7,0.0002870318186463901,0.419059051188027,0.3935953463277509,0.9936585365853658,1.0,0.9936530601946302,1.0
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,4,8,0.000282442138928839,0.41135971415333633,0.39374629605200984,0.9921951219512195,1.0,0.9922144207853268,1.0
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,4,9,0.0002772072144234638,0.40666361896003167,0.39532139974255714,0.995609756097561,0.9935483870967742,0.9956127167592363,0.9939044100669591
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,4,10,0.00027135254915624206,0.40297991531651195,0.3991468967929963,0.9960975609756098,0.9935483870967742,0.996101101329532,0.9939044100669591
