,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,224,0,6,0,1,0
cercospora_leaf_spot,0,331,0,1,1,0
curl_virus,1,0,324,2,1,0
healthy,1,4,0,301,1,0
nutrient_deficiency,1,4,0,1,195,0
powdery_mildew,0,0,0,0,0,188
