family,experiment,scenario,source_datasets,target_dataset,exact_target_overlap_removed,model_name,seed,device,pretrained,num_classes,label_order,n_train,n_val,n_test,parameters,trainable_parameters,best_epoch,best_val_monitor,elapsed_seconds,peak_gpu_memory_mb,test_accuracy,test_balanced_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_macro_specificity,test_mcc,test_auc_ovr_macro,test_loss,metrics_path,dataset,fold,n_splits,datasets
baselines,multisource,A+B->C,A|B,C,0.0,swin_t,42,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,5535,616,1657,27522430,27522430,1,0.989571442130086,244.5243442530009,2829.86669921875,0.5787567893783947,0.5224986877472759,0.6524701450864048,0.5224986877472759,0.5091437594781755,0.8463122605616656,0.3859000604330231,,1.2978564581045735,baselines/swin_t/multisource/A_plus_B_to_C/seed_42/metrics.json,,,,
baselines,multisource,A+C->B,A|C,B,0.0,swin_t,42,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,2973,331,7936,27523968,27523968,35,0.9662249057799756,356.4655461130005,2719.0244140625,0.5834173387096774,0.5661347446086505,0.4734035490344839,0.5661347446086505,0.4670694621564082,0.9163796707527884,0.525216518795404,,1.8094976835193173,baselines/swin_t/multisource/A_plus_C_to_B/seed_42/metrics.json,,,,
baselines,multisource,B+C->A,B|C,A,0.0,swin_t,42,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,7728,860,1647,27523199,27523199,40,0.9657316035337618,1477.0072051850002,2692.30126953125,0.6557377049180327,0.6625354085928009,0.5491310599654445,0.6625354085928009,0.5928914518862517,0.908452577677617,0.5920942639567733,,1.5153339814681273,baselines/swin_t/multisource/B_plus_C_to_A/seed_42/metrics.json,,,,
baselines,multisource,A+B->C,A|B,C,0.0,mobilenet_v2,42,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,5535,616,1657,2228996,2228996,6,0.992218762277922,386.68255464,1288.818359375,0.484007242003621,0.379570327689928,0.5246957472528965,0.379570327689928,0.3421437774027012,0.8126537767128106,0.2463061820862973,,1.3254405844670076,baselines/mobilenet_v2/multisource/A_plus_B_to_C/seed_42/metrics.json,,,,
baselines,multisource,A+C->B,A|C,B,0.0,mobilenet_v2,42,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,2973,331,7936,2231558,2231558,4,0.9499673726244916,122.72034371900008,1290.6484375,0.4698840725806452,0.4696422806947493,0.4079738061957496,0.4696422806947493,0.3835258284241298,0.8935252823254468,0.3921731052280249,,1.6908443716745225,baselines/mobilenet_v2/multisource/A_plus_C_to_B/seed_42/metrics.json,,,,
baselines,multisource,B+C->A,B|C,A,0.0,mobilenet_v2,42,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,7728,860,1647,2230277,2230277,15,0.9581367907846028,838.9838427330001,1290.0126953125,0.6757741347905283,0.6870277287357761,0.5518864627730758,0.6870277287357761,0.6077867142123872,0.9138825459707954,0.6168482171651553,,1.219617104301086,baselines/mobilenet_v2/multisource/B_plus_C_to_A/seed_42/metrics.json,,,,
baselines,multisource,A+B->C,A|B,C,0.0,resnet50,42,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,5535,616,1657,23516228,23516228,1,0.9923651437856166,248.48534360899976,1816.1943359375,0.5908267954133977,0.4507425841587031,0.6225441138913471,0.4507425841587031,0.4758343597206299,0.8197986726630435,0.3065113367147705,,1.1384638204024389,baselines/resnet50/multisource/A_plus_B_to_C/seed_42/metrics.json,,,,
baselines,multisource,A+C->B,A|C,B,0.0,resnet50,42,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,2973,331,7936,23520326,23520326,25,0.9659188444336244,274.2942628639994,1815.14892578125,0.6558719758064516,0.6789625287741364,0.6120273894833803,0.6789625287741364,0.6247777640777215,0.9304152251271192,0.6114694009167086,,1.6093937639868068,baselines/resnet50/multisource/A_plus_C_to_B/seed_42/metrics.json,,,,
baselines,multisource,B+C->A,B|C,A,0.0,resnet50,42,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,7728,860,1647,23518277,23518277,27,0.9711437069650076,1290.200737841,1822.45361328125,0.6460230722525805,0.6280010694234026,0.6004873847905767,0.6280010694234026,0.5658315047875704,0.9044948218610116,0.5966271669814602,,1.5096864711779814,baselines/resnet50/multisource/B_plus_C_to_A/seed_42/metrics.json,,,,
baselines,within_cv,B_within,,,,efficientnet_b0,46,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,4015234,4015234,7,0.9920318267578706,599.6149149690027,1510.8486328125,0.9855072463768116,0.9864056293091676,0.986975985891114,0.9864056293091676,0.9866523044022784,0.99702573984571,0.9824825985361144,,0.5000289124250412,baselines/efficientnet_b0/within_cv/B_within/seed_46/fold_05/metrics.json,B,5.0,5.0,
baselines,within_cv,B_within,,,,efficientnet_b0,44,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,4015234,4015234,4,0.9862235340304416,478.5193872019954,1511.0126953125,0.9855072463768116,0.9861196132851022,0.9883134864597594,0.9861196132851022,0.98704635911669,0.9969801928812138,0.982540381837772,,0.5054537850618362,baselines/efficientnet_b0/within_cv/B_within/seed_44/fold_03/metrics.json,B,3.0,5.0,
baselines,within_cv,B_within,,,,efficientnet_b0,43,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,4015234,4015234,12,0.9844969358894556,867.2804374320003,1496.5556640625,0.9829867674858224,0.9842765414276804,0.9847892715633106,0.9842765414276804,0.9845124489488908,0.9965015506055348,0.9793756675194512,,0.4947741723060608,baselines/efficientnet_b0/within_cv/B_within/seed_43/fold_02/metrics.json,B,2.0,5.0,
baselines,within_cv,B_within,,,,efficientnet_b0,45,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,4015234,4015234,11,0.9899097927501836,757.5802397619991,1510.8486328125,0.9817265280403276,0.984281893185194,0.9835894398979896,0.984281893185194,0.9838086258032344,0.9962437696618884,0.9778208939871028,,0.5038089150190354,baselines/efficientnet_b0/within_cv/B_within/seed_45/fold_04/metrics.json,B,4.0,5.0,
baselines,within_cv,B_within,,,,efficientnet_b0,42,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5713,635,1588,4015234,4015234,6,0.9921394874018664,618.9753690920006,1477.935546875,0.9880352644836272,0.9875648746672836,0.9904874399559022,0.9875648746672836,0.9889268288850892,0.99749169684347,0.985532352221284,,0.4932986068725586,baselines/efficientnet_b0/within_cv/B_within/seed_42/fold_01/metrics.json,B,1.0,5.0,
baselines,within_cv,C_within,,,,efficientnet_b0,46,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1193,133,331,4012672,4012672,26,0.8532141299519851,67.15698854600487,1508.2607421875,0.8670694864048338,0.8351366462815493,0.8382690084809374,0.8351366462815493,0.835001345906936,0.9435223710816634,0.7778507099887185,,0.918592557311058,baselines/efficientnet_b0/within_cv/C_within/seed_46/fold_05/metrics.json,C,5.0,5.0,
baselines,within_cv,C_within,,,,efficientnet_b0,44,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1192,133,332,4012672,4012672,15,0.9073754591959352,47.58234529400215,1493.498046875,0.8343373493975904,0.8212789075114393,0.8147862155312068,0.8212789075114393,0.8138171097882174,0.932358665086114,0.7324190102116398,,0.9570102095603944,baselines/efficientnet_b0/within_cv/C_within/seed_44/fold_03/metrics.json,C,3.0,5.0,
baselines,within_cv,C_within,,,,efficientnet_b0,43,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1193,133,331,4012672,4012672,13,0.9084719504240052,86.62007937399903,1478.7265625,0.8610271903323263,0.8695620693860131,0.8578499328515011,0.8695620693860131,0.8613641628900364,0.9456979995299978,0.7866457760867415,,0.8855347985571081,baselines/efficientnet_b0/within_cv/C_within/seed_43/fold_02/metrics.json,C,2.0,5.0,
baselines,within_cv,C_within,,,,efficientnet_b0,45,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1193,133,331,4012672,4012672,21,0.8736782898658175,59.60741843700089,1493.841796875,0.8459214501510574,0.8312158855637116,0.8521975347900742,0.8312158855637116,0.8393117967180639,0.9376026635642922,0.7690309367490338,,0.9642737385901538,baselines/efficientnet_b0/within_cv/C_within/seed_45/fold_04/metrics.json,C,4.0,5.0,
baselines,within_cv,C_within,,,,efficientnet_b0,42,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1192,133,332,4012672,4012672,19,0.8593689004554327,105.8513418079965,1509.9912109375,0.8674698795180723,0.8554291323859388,0.8564311030966297,0.8554291323859388,0.8529436318707007,0.9464423373419673,0.7843668328340585,,0.9020248556678946,baselines/efficientnet_b0/within_cv/C_within/seed_42/fold_01/metrics.json,C,1.0,5.0,
baselines,within_cv,A_within,,,,efficientnet_b0,46,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1186,132,329,4013953,4013953,2,1.0,48.96955975599849,1478.330078125,0.9908814589665652,0.983123329515082,0.9850967741935484,0.983123329515082,0.9835997310853456,0.9977971014492754,0.9879540331104902,,0.5955209704962644,baselines/efficientnet_b0/within_cv/A_within/seed_46/fold_05/metrics.json,A,5.0,5.0,
baselines,within_cv,A_within,,,,efficientnet_b0,44,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1186,132,329,4013953,4013953,2,1.0,97.16439977499977,1480.5087890625,0.9908814589665652,0.9865359477124184,0.9845296167247388,0.9865359477124184,0.9853658638219852,0.9979380957985172,0.9882794079774934,,0.6018951372666792,baselines/efficientnet_b0/within_cv/A_within/seed_44/fold_03/metrics.json,A,3.0,5.0,
baselines,within_cv,A_within,,,,efficientnet_b0,43,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1185,132,330,4013953,4013953,4,0.980952380952381,60.09327382899937,1477.568359375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.5575162768363953,baselines/efficientnet_b0/within_cv/A_within/seed_43/fold_02/metrics.json,A,2.0,5.0,
baselines,within_cv,A_within,,,,efficientnet_b0,45,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1186,132,329,4013953,4013953,13,1.0,104.34606316600184,1478.330078125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.5583079809492285,baselines/efficientnet_b0/within_cv/A_within/seed_45/fold_04/metrics.json,A,4.0,5.0,
baselines,within_cv,A_within,,,,efficientnet_b0,42,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1185,132,330,4013953,4013953,4,1.0,159.3250370019996,1479.9892578125,0.990909090909091,0.9785714285714284,0.9880933648046156,0.9785714285714284,0.982598164201938,0.9977850934188108,0.9882107926091008,,0.5999921167438681,baselines/efficientnet_b0/within_cv/A_within/seed_42/fold_01/metrics.json,A,1.0,5.0,
baselines,pairwise,C->A,C,A,0.0,mobilenet_v2,42,cuda,True,3,cercospora_leaf_spot|healthy|nutrient_deficiency,1345,150,1077,2227715,2227715,34,0.8241001030929697,123.23542791098588,1290.4814453125,0.6935933147632312,0.628330457719104,0.7466535487309972,0.628330457719104,0.6460214416301557,0.825369549951709,0.5115288934556185,,0.8004432346890954,baselines/mobilenet_v2/pairwise/C_to_A/seed_42/metrics.json,,,,
baselines,pairwise,B->C,B,C,0.0,mobilenet_v2,42,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,4566,508,1657,2228996,2228996,4,0.9927991916998432,400.6867511080345,1289.994140625,0.3138201569100785,0.3699554630335668,0.484414739081689,0.3699554630335668,0.3016431576251535,0.7701428824396721,0.1212476992148781,,1.616913194839771,baselines/mobilenet_v2/pairwise/B_to_C/seed_42/metrics.json,,,,
baselines,pairwise,B->A,B,A,0.0,mobilenet_v2,42,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,6383,710,1647,2230277,2230277,6,0.9889321302563236,670.2963263599668,1289.9560546875,0.7340619307832422,0.648595395608735,0.6636084816431002,0.648595395608735,0.6276070384814482,0.9317548079245772,0.6621331042339296,,0.9855962613454232,baselines/mobilenet_v2/pairwise/B_to_A/seed_42/metrics.json,,,,
baselines,pairwise,A->C,A,C,0.0,mobilenet_v2,42,cuda,True,3,cercospora_leaf_spot|healthy|nutrient_deficiency,969,108,1495,2227715,2227715,2,1.0,69.03472878201865,1290.08251953125,0.5384615384615384,0.4195843748620667,0.4649926237461779,0.4195843748620667,0.4041084585911693,0.7138601172806428,0.1475570166222036,,0.976003458525272,baselines/mobilenet_v2/pairwise/A_to_C/seed_42/metrics.json,,,,
baselines,pairwise,C->B,C,B,0.0,mobilenet_v2,42,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1491,166,5074,2228996,2228996,9,0.8250674019607843,93.44606367399685,1291.298828125,0.5173433188805676,0.5577887069415157,0.5423988468536378,0.5577887069415157,0.5062807018418789,0.8417462194750377,0.3867246778647887,,1.4276541621430114,baselines/mobilenet_v2/pairwise/C_to_B/seed_42/metrics.json,,,,
baselines,pairwise,A->B,A,B,0.0,mobilenet_v2,42,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1482,165,7093,2230277,2230277,4,1.0,166.5526549979695,1289.4248046875,0.461299873114338,0.4867017896322828,0.6424615412026233,0.4867017896322828,0.3995519712379927,0.8661159619033567,0.3772565948967191,,1.435990607147818,baselines/mobilenet_v2/pairwise/A_to_B/seed_42/metrics.json,,,,
baselines,within_cv,B_within,,,,mobilenet_v2,46,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,2231558,2231558,11,0.9871438019002003,748.7406919669993,1290.1484375,0.982356647763075,0.984665353696506,0.9834891428460472,0.984665353696506,0.9839664964298256,0.9964201610279418,0.9787122786430024,,0.5045181268453598,baselines/mobilenet_v2/within_cv/B_within/seed_46/fold_05/metrics.json,B,5.0,5.0,
baselines,within_cv,B_within,,,,mobilenet_v2,44,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,2231558,2231558,3,0.9814758135352416,436.3181417210035,1290.1484375,0.970384373030876,0.9734004864584476,0.9719117960070596,0.9734004864584476,0.972532173451815,0.993972021514967,0.9642162859428812,,0.5416941434144974,baselines/mobilenet_v2/within_cv/B_within/seed_44/fold_03/metrics.json,B,3.0,5.0,
baselines,within_cv,B_within,,,,mobilenet_v2,43,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,2231558,2231558,10,0.9846119081917276,747.6962312140022,1291.64453125,0.9829867674858224,0.98446132891515,0.9851871746485954,0.98446132891515,0.9847847891694422,0.9964761215533544,0.9793843220521364,,0.5034128040075302,baselines/mobilenet_v2/within_cv/B_within/seed_43/fold_02/metrics.json,B,2.0,5.0,
baselines,within_cv,B_within,,,,mobilenet_v2,45,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,2231558,2231558,14,0.9885718969024988,861.0064980489988,1290.1484375,0.984247006931317,0.986513040392616,0.9859354274203644,0.986513040392616,0.9861661842663412,0.9967546354527962,0.9808474914869876,,0.506131928563118,baselines/mobilenet_v2/within_cv/B_within/seed_45/fold_04/metrics.json,B,4.0,5.0,
baselines,within_cv,B_within,,,,mobilenet_v2,42,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5713,635,1588,2231558,2231558,16,0.9912582823507564,1004.4371274139994,1291.9140625,0.9842569269521412,0.9836835202549532,0.9852980410195707,0.9836835202549532,0.984457924802262,0.9967743919308476,0.9809212961316128,,0.4959402227401733,baselines/mobilenet_v2/within_cv/B_within/seed_42/fold_01/metrics.json,B,1.0,5.0,
baselines,within_cv,C_within,,,,mobilenet_v2,46,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1193,133,331,2228996,2228996,23,0.8535472171378211,61.60499210999842,1309.478515625,0.8217522658610272,0.7991268496927567,0.7984575881634706,0.7991268496927567,0.7926142053192342,0.9250370649110086,0.7049708171532346,,0.9517186758193102,baselines/mobilenet_v2/within_cv/C_within/seed_46/fold_05/metrics.json,C,5.0,5.0,
baselines,within_cv,C_within,,,,mobilenet_v2,44,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1192,133,332,2228996,2228996,5,0.80591046277666,25.99275040899738,1299.701171875,0.7379518072289156,0.7664790870307607,0.7224179355719744,0.7664790870307607,0.7402332005684131,0.9025660831327514,0.5971682270265231,,1.0375597314401106,baselines/mobilenet_v2/within_cv/C_within/seed_44/fold_03/metrics.json,C,3.0,5.0,
baselines,within_cv,C_within,,,,mobilenet_v2,43,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1193,133,331,2228996,2228996,18,0.8756923757910731,73.40337513299892,1291.251953125,0.8398791540785498,0.8487738787034562,0.8260337601108392,0.8487738787034562,0.8365101929041865,0.940715999319052,0.7548003483852853,,0.9093350009484724,baselines/mobilenet_v2/within_cv/C_within/seed_43/fold_02/metrics.json,C,2.0,5.0,
baselines,within_cv,C_within,,,,mobilenet_v2,45,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1193,133,331,2228996,2228996,17,0.8865099783427084,49.20284413699847,1309.478515625,0.8217522658610272,0.8259152079804255,0.8159303160919541,0.8259152079804255,0.8204154101433521,0.9318555948759106,0.735916645725678,,0.962854272939942,baselines/mobilenet_v2/within_cv/C_within/seed_45/fold_04/metrics.json,C,4.0,5.0,
baselines,within_cv,C_within,,,,mobilenet_v2,42,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1192,133,332,2228996,2228996,10,0.8149729698642743,62.74797608399968,1290.974609375,0.8102409638554217,0.8263332086761407,0.7919362132169536,0.8263332086761407,0.8026144384209905,0.9277221412397176,0.7045440332718926,,0.9930153434926812,baselines/mobilenet_v2/within_cv/C_within/seed_42/fold_01/metrics.json,C,1.0,5.0,
baselines,within_cv,A_within,,,,mobilenet_v2,46,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1186,132,329,2230277,2230277,5,1.0,63.75908130099924,1290.9990234375,0.993920972644377,0.991041592605759,0.9902930402930404,0.991041592605759,0.9905282724231148,0.99854409755072,0.9919560824099464,,0.5787542543627999,baselines/mobilenet_v2/within_cv/A_within/seed_46/fold_05/metrics.json,A,5.0,5.0,
baselines,within_cv,A_within,,,,mobilenet_v2,44,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1186,132,329,2230277,2230277,2,1.0,83.67522954100059,1291.248046875,0.9908814589665652,0.9929118388739636,0.9929926602963578,0.9929118388739636,0.9929387214006348,0.9975409013349392,0.9882495950943182,,0.616576687856154,baselines/mobilenet_v2/within_cv/A_within/seed_44/fold_03/metrics.json,A,3.0,5.0,
baselines,within_cv,A_within,,,,mobilenet_v2,43,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1185,132,330,2230277,2230277,3,0.9751504049170644,54.41121875799945,1291.5498046875,0.993939393939394,0.9846153846153848,0.9891891891891892,0.9846153846153848,0.9864444444444443,0.99864406779661,0.9920809640289512,,0.5830423425544392,baselines/mobilenet_v2/within_cv/A_within/seed_43/fold_02/metrics.json,A,2.0,5.0,
baselines,within_cv,A_within,,,,mobilenet_v2,45,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1186,132,329,2230277,2230277,7,1.0,73.13998416100003,1290.9990234375,0.9969604863221884,0.9925925925925926,0.998,0.9925925925925926,0.9952213899687116,0.9991304347826088,0.9960090085366592,,0.5693196762691844,baselines/mobilenet_v2/within_cv/A_within/seed_45/fold_04/metrics.json,A,4.0,5.0,
baselines,within_cv,A_within,,,,mobilenet_v2,42,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1185,132,330,2230277,2230277,2,1.0,112.17128919300012,1289.8505859375,0.9787878787878788,0.962087912087912,0.9607171094244148,0.962087912087912,0.959740836727138,0.9951611203640328,0.9725671769552868,,0.6412323225628246,baselines/mobilenet_v2/within_cv/A_within/seed_42/fold_01/metrics.json,A,1.0,5.0,
