family,experiment,scenario,dataset,fold,n_splits,model_name,seed,device,pretrained,num_classes,label_order,n_train,n_val,n_test,parameters,trainable_parameters,best_epoch,best_val_monitor,elapsed_seconds,peak_gpu_memory_mb,test_accuracy,test_balanced_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_macro_specificity,test_mcc,test_auc_ovr_macro,test_loss,metrics_path,source_datasets,target_dataset,exact_target_overlap_removed
baselines,within_cv,A_within,A,3.0,5.0,mobilenet_v2,44,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1186,132,329,2230277,2230277,2,1.0,83.67522954100059,1291.248046875,0.9908814589665653,0.9929118388739637,0.9929926602963578,0.9929118388739637,0.9929387214006349,0.9975409013349393,0.9882495950943182,,0.616576687856154,/home/eecommu06/Documents/BT/Chili_CrossDataset/results/baselines/mobilenet_v2/within_cv/A_within/seed_44/fold_03/metrics.json,,,
baselines,within_cv,A_within,A,2.0,5.0,mobilenet_v2,43,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1185,132,330,2230277,2230277,3,0.9751504049170645,54.41121875799945,1291.5498046875,0.9939393939393939,0.9846153846153847,0.9891891891891891,0.9846153846153847,0.9864444444444445,0.9986440677966101,0.9920809640289512,,0.5830423425544392,/home/eecommu06/Documents/BT/Chili_CrossDataset/results/baselines/mobilenet_v2/within_cv/A_within/seed_43/fold_02/metrics.json,,,
baselines,within_cv,A_within,A,4.0,5.0,mobilenet_v2,45,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1186,132,329,2230277,2230277,7,1.0,73.13998416100003,1290.9990234375,0.9969604863221885,0.9925925925925926,0.998,0.9925925925925926,0.9952213899687115,0.9991304347826088,0.9960090085366591,,0.5693196762691844,/home/eecommu06/Documents/BT/Chili_CrossDataset/results/baselines/mobilenet_v2/within_cv/A_within/seed_45/fold_04/metrics.json,,,
baselines,within_cv,A_within,A,1.0,5.0,mobilenet_v2,42,cuda,True,5,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency,1185,132,330,2230277,2230277,2,1.0,112.17128919300012,1289.8505859375,0.9787878787878788,0.962087912087912,0.9607171094244149,0.962087912087912,0.9597408367271381,0.9951611203640329,0.9725671769552869,,0.6412323225628246,/home/eecommu06/Documents/BT/Chili_CrossDataset/results/baselines/mobilenet_v2/within_cv/A_within/seed_42/fold_01/metrics.json,,,
baselines,within_cv,B_within,B,5.0,5.0,resnet50,46,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,23520326,23520326,14,0.9936734489701706,720.5886617569995,1822.67236328125,0.9848771266540642,0.985646057660064,0.9852321354274056,0.985646057660064,0.985431017886147,0.9969330540559476,0.9817093780133523,,0.4911545890569687,/home/eecommu06/Documents/BT/Chili_CrossDataset/results/baselines/resnet50/within_cv/B_within/seed_46/fold_05/metrics.json,,,
baselines,within_cv,B_within,B,3.0,5.0,resnet50,44,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,23520326,23520326,15,0.9858471267972009,754.0743013370011,2005.72998046875,0.980466288594833,0.9824187576184378,0.9805863476232459,0.9824187576184378,0.9814556675312368,0.9960514241079098,0.9763717996897582,,0.5047888851165772,/home/eecommu06/Documents/BT/Chili_CrossDataset/results/baselines/resnet50/within_cv/B_within/seed_44/fold_03/metrics.json,,,
baselines,within_cv,B_within,B,2.0,5.0,resnet50,43,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,23520326,23520326,4,0.9847897117727782,420.52661902100226,2006.04345703125,0.9810964083175804,0.9834821122884515,0.9822368041198208,0.9834821122884515,0.9828011312005657,0.9961622566366976,0.9771164764566984,,0.5133258712291717,/home/eecommu06/Documents/BT/Chili_CrossDataset/results/baselines/resnet50/within_cv/B_within/seed_43/fold_02/metrics.json,,,
baselines,within_cv,B_within,B,4.0,5.0,resnet50,45,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5714,635,1587,23520326,23520326,31,0.9899498623682704,1281.0748952040012,1825.49267578125,0.9848771266540642,0.9866308512452924,0.98699895750965,0.9866308512452924,0.9867681661136326,0.9968625692444993,0.9816066189192773,,0.49432895839214325,/home/eecommu06/Documents/BT/Chili_CrossDataset/results/baselines/resnet50/within_cv/B_within/seed_45/fold_04/metrics.json,,,
baselines,within_cv,B_within,B,1.0,5.0,resnet50,42,cuda,True,6,bacterial_spot|cercospora_leaf_spot|curl_virus|healthy|nutrient_deficiency|powdery_mildew,5713,635,1588,23520326,23520326,9,0.9898206186699107,584.1475512360048,1916.63427734375,0.9792191435768262,0.9802410501057618,0.9812594102132376,0.9802410501057618,0.980640498965825,0.9957258192487286,0.9748677049070128,,0.5082763248682022,/home/eecommu06/Documents/BT/Chili_CrossDataset/results/baselines/resnet50/within_cv/B_within/seed_42/fold_01/metrics.json,,,
baselines,within_cv,C_within,C,5.0,5.0,resnet50,46,cuda,True,4,cercospora_leaf_spot|healthy|nutrient_deficiency|powdery_mildew,1193,133,331,23516228,23516228,24,0.8764775413711584,70.17821824699786,2014.25439453125,0.8459214501510574,0.8096763312654905,0.8109498132185805,0.8096763312654905,0.8075364124284987,0.9337333269094336,0.7421366890375531,,0.9296499788761139,/home/eecommu06/Documents/BT/Chili_CrossDataset/results/baselines/resnet50/within_cv/C_within/seed_46/fold_05/metrics.json,,,
