,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,256,0,2,0,0,0
cercospora_leaf_spot,1,307,4,1,0,0
curl_virus,4,6,308,3,0,0
healthy,7,3,5,284,1,1
nutrient_deficiency,0,0,2,0,217,0
powdery_mildew,1,0,0,0,0,174
