,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,257,0,1,1,0,0
cercospora_leaf_spot,1,323,2,0,0,0
curl_virus,5,2,317,0,4,0
healthy,2,2,1,279,1,1
nutrient_deficiency,0,3,2,1,207,1
powdery_mildew,0,0,0,0,0,174
