class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,cercospora_leaf_spot,191,0.8853503184713376,0.7277486910994765,0.8714285714285714,0.7988505747126436,0.8678010471204188,139,18,52,122
1,healthy,68,0.6419753086419753,0.7647058823529411,0.8897338403041825,0.697986577181208,0.9044397226571237,52,29,16,234
2,nutrient_deficiency,42,0.49122807017543857,0.6666666666666666,0.8996539792387543,0.5656565656565656,0.8348574724007249,28,29,14,260
3,powdery_mildew,30,0.8333333333333334,1.0,0.9800664451827242,0.9090909090909091,0.9966777408637874,30,6,0,295
