split,class_name,count
train,bacterial_spot,130
train,cercospora_leaf_spot,971
train,curl_virus,384
train,healthy,705
train,nutrient_deficiency,635
train,powdery_mildew,148
validation,bacterial_spot,17
validation,cercospora_leaf_spot,103
validation,curl_virus,39
validation,healthy,82
validation,nutrient_deficiency,76
validation,powdery_mildew,14
test,bacterial_spot,1280
test,cercospora_leaf_spot,1683
test,curl_virus,1582
test,healthy,1481
test,nutrient_deficiency,1067
test,powdery_mildew,843
