epoch,learning_rate,train_accuracy,train_balanced_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_macro_specificity,train_mcc,train_auc_ovr_macro,train_loss,val_accuracy,val_balanced_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_macro_specificity,val_mcc,val_auc_ovr_macro,val_loss
1,9.999999999999999e-05,0.2860738255033557,0.37846607239066865,0.32136039160613733,0.37846607239066865,0.2823296656080109,0.7734570963912171,0.11269519893053548,0.6072445540586516,1.4263999618982013,0.39849624060150374,0.5670012148198569,0.4515106732348112,0.5670012148198569,0.41555396162031655,0.811342689568496,0.2695074042970668,0.7242442805310247,1.465651035308838
2,0.00019999999999999998,0.35906040268456374,0.5311714001851464,0.4255490115659607,0.5311714001851464,0.36706537413453133,0.8055320781596819,0.25966708598859894,,1.3403474782642566,0.41353383458646614,0.6312271334978303,0.4490755772005772,0.6312271334978303,0.43301087769858426,0.8154273146208629,0.3075718413291188,,1.3393991231918334
3,0.0003,0.5151006711409396,0.6384471263126008,0.514071920082055,0.6384471263126008,0.5242120973428437,0.8406651955806855,0.37704817082820385,,1.1051283808130967,0.5488721804511278,0.7038787969029183,0.5958206686930091,0.7038787969029183,0.5910058493638063,0.8569648093841642,0.4365874192058179,,1.1624903798103332
4,0.0003,0.6098993288590604,0.726727424608647,0.6124004333105518,0.726727424608647,0.6334026144042798,0.8709285261035842,0.49137345029294627,,0.9645107968857414,0.5714285714285714,0.684692206245214,0.6000414382251689,0.684692206245214,0.6173526329327582,0.8488758553274682,0.40621417779103114,,1.1275695085525512
5,0.0002994311073647159,0.7088926174496645,0.7699566042945197,0.6888352309953851,0.7699566042945197,0.7168868858320689,0.8987125097704726,0.5875192708044115,,0.8775850785406012,0.5939849624060151,0.6914032587424487,0.625,0.6914032587424487,0.6332865668006333,0.852555509007122,0.42379114098647086,,1.0960333704948426
6,0.0002977287590753251,0.7407718120805369,0.815569478250247,0.7236585936750572,0.815569478250247,0.7545674739343219,0.9110582547145292,0.6390232744835562,,0.8194220944454795,0.7293233082706767,0.7491651067812474,0.7191211532517993,0.7491651067812474,0.7275320512820512,0.8916387376064795,0.5716671852700866,0.8881910320032501,1.0262636363506317
7,0.00029490591103021566,0.8213087248322147,0.8699856006699728,0.7900532178393186,0.8699856006699728,0.8213209562222292,0.9393753679710478,0.7437568487988925,,0.7496181757826554,0.6842105263157895,0.7674636263081767,0.6794871794871795,0.7674636263081767,0.7037962815827109,0.8909754224270354,0.553709576773883,,1.046259617805481
8,0.00029098404680749326,0.834731543624161,0.8904649157555871,0.8126338495486514,0.8904649157555871,0.8423533713349833,0.9441095980704026,0.7652474504918276,,0.6914538474459397,0.7443609022556391,0.7877350463711392,0.7268253672447751,0.7877350463711392,0.733821480843534,0.9063835358190196,0.6177063320937235,0.9104872106089366,0.9873835265636444
9,0.00028599301416197916,0.8842281879194631,0.9194571589568253,0.8587392528306941,0.9194571589568253,0.8846945941397222,0.9610362447710755,0.8299421487480039,,0.6528052781757555,0.7518796992481203,0.789218710116566,0.7336309523809523,0.789218710116566,0.7446770369659679,0.910185379136992,0.6268495236001773,,1.0140962541103362
10,0.00027997079786577355,0.9077181208053692,0.9393701281690071,0.8869207302166702,0.9393701281690071,0.9098764477929789,0.9690438074573958,0.8636647507412274,,0.6331852917608461,0.7744360902255639,0.8179454181911001,0.7399381532446049,0.8179454181911001,0.7672619047619048,0.9204667644183773,0.6623706419471617,,0.987640768289566
