,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,245,0,4,4,1,0
cercospora_leaf_spot,1,345,2,2,1,0
curl_virus,1,2,314,2,3,0
healthy,0,4,0,301,0,0
nutrient_deficiency,0,0,0,1,213,0
powdery_mildew,0,0,0,0,0,141
