epoch,learning_rate,train_accuracy,train_balanced_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_macro_specificity,train_mcc,train_auc_ovr_macro,train_loss,val_accuracy,val_balanced_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_macro_specificity,val_mcc,val_auc_ovr_macro,val_loss
1,9.999999999999999e-05,0.918846937176876,0.9191482306395871,0.9154022171876928,0.9191482306395871,0.9169518211386339,0.9798414111981982,0.8981959290888164,,0.5915914617478848,0.971830985915493,0.9740154720939229,0.9726128764340146,0.9740154720939229,0.9730454718501761,0.992915275685414,0.964690000024934,,0.4738791403563126
2,0.00019999999999999998,0.9617734607551308,0.9625634134137686,0.9620831234912988,0.9625634134137686,0.962304464448134,0.9903732949060198,0.9519522863905922,,0.4971168728172779,0.971830985915493,0.9721663981395858,0.9728132533134481,0.9721663981395858,0.9723732760553853,0.99285775667255,0.9645667583664285,,0.4791453454805457
3,0.0003,0.960206799310669,0.9601390425546938,0.9604052677060508,0.9601390425546938,0.9602665965299186,0.989980189492357,0.949965313930781,,0.4961055678129196,0.9774647887323944,0.9775119590114624,0.97791159923511,0.9775119590114624,0.9776199194080677,0.9943063031260084,0.9716699595057865,,0.47140226027239923
4,0.0003,0.9714867617107943,0.9713420409363162,0.9713652252375763,0.9713420409363162,0.9713461554608287,0.9928380223431115,0.9641527650979315,,0.4733504429459572,0.9647887323943662,0.9686370102159575,0.9656206780494079,0.9686370102159575,0.9663499118453741,0.9911693810746882,0.9561498422096659,,0.4870779980783877
5,0.0002994311073647159,0.9786934043553188,0.9792448509035049,0.9786178038521399,0.9792448509035049,0.9789191150457885,0.994649441133611,0.9732211194005371,,0.45601235434412957,0.976056338028169,0.9754817709286427,0.9780174765233941,0.9754817709286427,0.9766696083680809,0.9938533661817459,0.969849021698236,,0.4501882908136948
6,0.0002977287590753251,0.9763434121886261,0.976360458596039,0.976330519866343,0.976360458596039,0.9763394380626584,0.9940485045896027,0.9702582316409629,,0.4582430255413055,0.9859154929577465,0.9864184519447677,0.9858691778599071,0.9864184519447677,0.9861085793001425,0.9964480740991097,0.982268444980629,,0.4517467086729796
7,0.00029490591103021566,0.9852733824220586,0.9854054750026192,0.985524101531964,0.9854054750026192,0.9854612200787036,0.9962816882914763,0.9814847461272046,,0.43843253821134565,0.9802816901408451,0.9808411268540365,0.9814064888768194,0.9808411268540365,0.9811032724952973,0.9949755703357305,0.9751661667229158,,0.4515263451182324
8,0.00029098404680749326,0.9855867147109509,0.9855320024739047,0.9853978734863343,0.9855320024739047,0.9854642886378764,0.9963817451625999,0.9818776022347134,,0.4363397294282913,0.9816901408450704,0.982497665129244,0.9827790082845276,0.982497665129244,0.9825201842437007,0.9953519401962581,0.9770026744470885,,0.4482350660407025
9,0.00028599301416197916,0.9879367068776438,0.9881358349236727,0.9880028673873591,0.9881358349236727,0.9880689650899871,0.9969612938395491,0.9848324780466082,,0.4327885854244232,0.9732394366197183,0.9743200124381852,0.9742579518745847,0.9743200124381852,0.9740837635731523,0.9932144702276112,0.9663965735169086,,0.46440148224001343
10,0.00027997079786577355,0.9898167006109979,0.9898921212348067,0.9901447102250789,0.9898921212348067,0.9900159183394823,0.9974208265621451,0.9871961759314023,,0.4269409014284611,0.9873239436619718,0.9875922080788019,0.98776815073968,0.9875922080788019,0.9876659649814433,0.9967751148900741,0.9840356934639085,,0.4347508212794428
