,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,263,0,3,4,0,0
cercospora_leaf_spot,1,485,6,25,18,1
curl_virus,1,0,424,4,0,0
healthy,0,11,0,441,3,0
nutrient_deficiency,0,11,2,13,343,0
powdery_mildew,0,1,0,1,0,187
