,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,290,1,7,0,0,0
cercospora_leaf_spot,0,532,4,18,7,5
curl_virus,0,3,390,3,4,0
healthy,1,20,9,399,4,1
nutrient_deficiency,0,26,0,11,315,0
powdery_mildew,0,1,1,0,0,196
