model_internal,model,epoch,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,train_accuracy_mean,train_accuracy_std,val_accuracy_mean,val_accuracy_std,train_f1_macro_mean,train_f1_macro_std,val_f1_macro_mean,val_f1_macro_std,folds
ResNet18,ResNet18,1,0.549319065285892,0.009785893457621203,0.45715214069812526,0.04298822598963778,0.9440487804878048,0.005637611998550649,0.9948387096774194,0.008493943078766266,0.9441027521256296,0.005636350456627644,0.9947536058313627,0.0083764617413446,10
ResNet18,ResNet18,2,0.432198321923977,0.008275073430761736,0.4249268992677811,0.025928134580562746,0.994,0.002662399917885607,0.9948387096774194,0.010447275528164402,0.9939983412482623,0.002663295210100251,0.9950959907709329,0.009812441970207413,10
ResNet18,ResNet18,3,0.42213940045891735,0.003455658540031398,0.4219164524539824,0.01410793864359294,0.9964878048780488,0.0017177382304056686,0.9954838709677419,0.006834515519170238,0.9964881518721116,0.0017188125118616279,0.9953726135610005,0.007009397511342021,10
ResNet18,ResNet18,4,0.4192082122680617,0.01330677569497497,0.40995490195289735,0.01590790236244289,0.9960975609756098,0.003076567142833237,0.996774193548387,0.006269840747145536,0.9960958581311381,0.0030806828194947958,0.9962807852918392,0.007793722947027561,10
ResNet18,ResNet18,5,0.41585388463008693,0.009490904278994712,0.4112536775296734,0.012570724800463692,0.9972682926829268,0.0018850571377156788,0.996774193548387,0.006269840747145536,0.9972670266059375,0.0018863475676296978,0.9963848656004096,0.007484475815493843,10
ResNet18,ResNet18,6,0.41481721468378857,0.011296115354880426,0.4100193934094521,0.010200226808083676,0.9970731707317073,0.002797504151883759,0.9974193548387097,0.00451100579858129,0.9970738711754409,0.0027971630489987747,0.9972558882134909,0.005001760842006,10
ResNet18,ResNet18,7,0.41192022745492984,0.010504119983487454,0.40614481337608827,0.007200975826875155,0.9971219512195122,0.002763749360822436,0.9974193548387097,0.0033315985773827495,0.9971230490091136,0.0027614960542316565,0.9972768994350047,0.0035679062360721805,10
ResNet18,ResNet18,8,0.4112526074880506,0.009202936201200147,0.40476121900543094,0.007440596278411896,0.9972195121951218,0.002182135630487196,0.9980645161290322,0.0031164251067074067,0.9972199738937328,0.0021806748408247723,0.998115947438232,0.0030336202305424583,10
ResNet18,ResNet18,9,0.41022872886037437,0.010015350329792299,0.4117659368822652,0.013473073939438996,0.9975609756097561,0.001758805500226361,0.9935483870967742,0.0,0.9975603732230184,0.001759218939082218,0.9937280308213253,1.4213256071339405e-05,3
ResNet18,ResNet18,10,0.39809781965686053,0.0030095456156770664,0.40990250995082245,0.0027655788536605484,0.9997560975609756,0.00034493013716416985,0.9903225806451612,0.004561979233461648,0.999756097198241,0.00034493065014838914,0.9907290149141728,0.0042180388196955765,2
ResNet18,ResNet18,11,0.39982855651436777,0.0037101688176327564,0.40747719099444724,0.009455576668885697,0.998780487804878,0.0010347904114926274,0.9967741935483871,0.004561979233461648,0.9987804852630746,0.001034792980176843,0.9968558093834439,0.004446557012620022,2
ResNet18,ResNet18,12,0.4188847261521874,,0.4230674211056002,,0.9970731707317072,,0.9935483870967742,,0.9970737576470174,,0.9937116187668876,,1
ResNet18,ResNet18,13,0.4051973525489248,,0.420790655766764,,0.9990243902439024,,0.9935483870967742,,0.9990243887929636,,0.9937116187668876,,1
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,1,1.4106505666942133,0.011193629062699544,0.9247301166672861,0.025065959221388146,0.7152682926829268,0.03475040603805422,0.8741935483870968,0.04183887410396495,0.7118829355016627,0.03478563923172248,0.8670786898803045,0.04584620558851439,10
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,2,0.7721697247551709,0.04204050246981217,0.4841659064831273,0.03261704142943388,0.9181463414634147,0.01484722917443652,0.9780645161290321,0.016713427292667084,0.9170708624999666,0.01535684763982996,0.9776178314017463,0.017227560622130537,10
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,3,0.5006095717592938,0.012841907545002567,0.43091270175672347,0.01634547007012209,0.9739024390243902,0.004513476709522571,0.992258064516129,0.009520835966098366,0.9738985890497007,0.004495435546546005,0.9915807987812404,0.010456260730108977,10
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,4,0.4611040494383835,0.008362023992975995,0.4191822759759042,0.01152219501931636,0.9834634146341463,0.00373240689901735,0.9935483870967742,0.008602150537634367,0.9834547157015463,0.0037346998150552934,0.9931605866672655,0.0090253657105905,10
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,5,0.4436810083621886,0.005788895923831393,0.41149363248578963,0.007717429051125959,0.9880487804878049,0.004668960655402034,0.996774193548387,0.004561979233461621,0.9880453571772254,0.0046729598239627435,0.9964739478836264,0.005083916885660917,10
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,6,0.4361248121610502,0.003980317779522963,0.4071664765573317,0.003182631078967479,0.9904878048780488,0.001678029873215522,0.9980645161290322,0.0031164251067074184,0.9904847331069717,0.001676847040600464,0.9981520438900805,0.00297595463590448,10
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,7,0.429054342909557,0.00394140923804647,0.4060500671017554,0.0021241562856997836,0.9919512195121951,0.0024363128558978512,0.9974193548387097,0.0033315985773827287,0.9919504882152312,0.0024352859603237343,0.9972937167568464,0.0035497129609762665,10
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,8,0.4239106277605382,0.003927913442036561,0.4039328928339866,0.004103258607415829,0.994439024390244,0.0015630068085459702,0.9980645161290322,0.0043545068239390595,0.9944405805642781,0.001562884252241553,0.9981790601135676,0.004061966945494387,10
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,9,0.42385730316580794,0.005569931831308071,0.4027269000391806,0.005313302577235985,0.993609756097561,0.002829922361551671,0.9980645161290322,0.0043545068239390595,0.9936078800890942,0.002830118143392256,0.9981790601135676,0.004061966945494387,10
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,10,0.41705294652359914,0.0030004625868854714,0.40206959245452745,0.0032390252806751923,0.9959891598915989,0.0010569105691056405,0.9985663082437275,0.0028448938828651497,0.9959890176954149,0.0010570015168738576,0.9986025819481973,0.002772915481996846,9
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,11,0.41517754396287404,0.0016493698255537596,0.4028941149673154,0.0037999680965681913,0.996951219512195,0.00046703761353967757,0.9983870967741936,0.003225806451612912,0.9969522502267465,0.00046719622527851,0.9979023799919322,0.004195240016135572,4
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,12,0.4131659265068488,0.0021533440730696304,0.40569271496547166,0.003148061908765427,0.996260162601626,0.00028163427765341215,0.9935483870967742,0.006451612903225823,0.9962615084031383,0.00027835789650474833,0.9930113433039437,0.007363809675875648,3
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,13,0.411275826081997,0.0030475838454791294,0.40106317045227174,0.0020682824937933012,0.9958536585365854,0.00034493013716416985,1.0,0.0,0.9958530153831633,0.00034750074406815766,1.0,0.0,2
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,14,0.4107649834563092,,0.4002079559910682,,0.9960975609756098,,1.0,,0.996098744936298,,1.0,,1
ShuffleNetV2_x0_5,ShuffleNetV2-×0.5,15,0.4115511209208791,,0.4006360603917029,,0.9960975609756098,,1.0,,0.9960957414450252,,1.0,,1
SqueezeNet1_1,SqueezeNet1.1,1,0.837077193629451,0.10127373641661276,0.5669685504321129,0.07828718281041155,0.7833170731707317,0.0602520977935104,0.927741935483871,0.055231567716101555,0.7819717217116444,0.06159989891708959,0.928731706651344,0.054532817462281016,10
SqueezeNet1_1,SqueezeNet1.1,2,0.5128049843485762,0.038715301445536476,0.48501492109990885,0.023028316586994908,0.9633170731707317,0.022556309485974733,0.9799999999999999,0.011561015101690846,0.9633530685465418,0.022531141963578517,0.9797076847946597,0.011974199059279884,10
SqueezeNet1_1,SqueezeNet1.1,3,0.4721424888692251,0.027761653534759557,0.4562906326978437,0.019623359612978588,0.9807804878048781,0.01359295132530235,0.9890322580645161,0.0101098144288543,0.9808054279724281,0.013561218087384239,0.9885851704717667,0.011537541676486131,10
SqueezeNet1_1,SqueezeNet1.1,4,0.45223639203571686,0.024012009418270645,0.4533268360745522,0.02666399987897496,0.9878048780487804,0.009354894220255363,0.9851612903225806,0.019954857134902394,0.9877782523492484,0.009433148302472646,0.9846824424554491,0.019871191134750714,10
SqueezeNet1_1,SqueezeNet1.1,5,0.441305673625411,0.01942038416655019,0.4374663351620397,0.022042138131614698,0.9906341463414634,0.009084761079160222,0.9941935483870967,0.008301186694889787,0.9906379811050631,0.009071617894292372,0.9945774825499465,0.007567320629403745,10
SqueezeNet1_1,SqueezeNet1.1,6,0.4306250160467334,0.013124405288355538,0.4293114325115758,0.017116961300959074,0.9939512195121951,0.005403660845398265,0.996774193548387,0.004561979233461586,0.9939508691737198,0.005403557263271576,0.9968971419292962,0.0044103008570246915,10
SqueezeNet1_1,SqueezeNet1.1,7,0.4242894865681485,0.006284534607739416,0.42636576573694907,0.011228264554850705,0.9961463414634146,0.002010613651336463,0.992258064516129,0.007930790931004605,0.9961464908994468,0.0020096997621472166,0.9918531683660538,0.007916672952869009,10
SqueezeNet1_1,SqueezeNet1.1,8,0.42095939793819326,0.006398803261508545,0.42599100084074076,0.014327102776143944,0.9969268292682927,0.0025919535643590627,0.9935483870967742,0.010086915612523475,0.9969270996544732,0.002590947423610036,0.9937305918746075,0.009928925060618718,10
SqueezeNet1_1,SqueezeNet1.1,9,0.41439492178835513,0.003287160455094251,0.42318343087550125,0.014725459152126771,0.9982926829268293,0.0007362101738323471,0.9987096774193548,0.0027202388474566602,0.998292908772693,0.0007360490451932861,0.9987447855615432,0.002646230746749678,10
SqueezeNet1_1,SqueezeNet1.1,10,0.4175746438464498,0.00919957156271058,0.41955050467163,0.014179711337659127,0.9973983739837399,0.002083903352516451,0.9956989247311827,0.0055872606695770485,0.9973981564948752,0.002084266106192938,0.9958311988743596,0.005437048073626875,9
SqueezeNet1_1,SqueezeNet1.1,11,0.4135823063007215,0.0029303153813295454,0.416839339367805,0.010885419038941595,0.9982317073170731,0.0008219600078108788,0.9959677419354839,0.006842968850192431,0.9982316306893679,0.000821980324460019,0.9960588544500757,0.00670441997094978,8
SqueezeNet1_1,SqueezeNet1.1,12,0.41179466406891985,0.0034069957710077922,0.4279736708056542,0.020002950325450422,0.9991219512195121,0.0010575357750575317,0.9935483870967742,0.011174521339154026,0.9991215887654139,0.0010582032834566104,0.9937015169340269,0.010997732859626758,5
SqueezeNet1_1,SqueezeNet1.1,13,0.41033205512093335,0.004078824248580152,0.4194536137324507,0.011690652752170549,0.999349593495935,0.0005632685553069605,0.989247311827957,0.01343010322236215,0.9993495932541118,0.0005632687647319999,0.9898518366825885,0.012549633884716822,3
SqueezeNet1_1,SqueezeNet1.1,14,0.4081307094416967,0.0013630261819615299,0.4255482548667538,0.018970880588499193,0.9990243902439024,0.0013797205486567187,0.9903225806451612,0.013685937700384903,0.9990243887929637,0.0013797226005939098,0.9891769965454176,0.015306038271081325,2
SqueezeNet1_1,SqueezeNet1.1,15,0.40859214172130676,0.00021848321820562905,0.4191463019578687,0.0051277464276475405,0.998780487804878,0.0010347904114925489,0.9935483870967742,0.0,0.9987804859912046,0.0010347919504455991,0.9938080144169235,0.00013632403563440182,2
SqueezeNet1_1,SqueezeNet1.1,16,0.4093560877660425,,0.4111088985396969,,0.997560975609756,,1.0,,0.997560963276725,,1.0,,1
