,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,272,0,5,0,1,0
cercospora_leaf_spot,2,353,5,0,0,0
curl_virus,1,2,279,1,0,0
healthy,2,1,0,279,0,0
nutrient_deficiency,0,2,0,0,217,0
powdery_mildew,0,0,0,0,0,165
