,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,263,1,1,4,1,0
cercospora_leaf_spot,0,506,1,15,13,1
curl_virus,1,2,422,3,1,0
healthy,0,17,0,435,3,0
nutrient_deficiency,0,14,1,5,349,0
powdery_mildew,0,0,0,1,0,188
