,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,248,1,3,2,0,0
cercospora_leaf_spot,0,343,3,5,0,0
curl_virus,1,3,313,2,3,0
healthy,0,1,0,303,1,0
nutrient_deficiency,0,0,0,0,214,0
powdery_mildew,0,0,0,0,0,141
