,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,255,1,0,3,0,0
cercospora_leaf_spot,0,326,0,0,0,0
curl_virus,0,8,318,2,0,0
healthy,0,4,0,282,0,0
nutrient_deficiency,0,4,1,0,209,0
powdery_mildew,0,0,0,0,0,174
