,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,292,0,4,1,1,0
cercospora_leaf_spot,2,538,3,16,5,2
curl_virus,4,2,392,2,0,0
healthy,0,12,4,415,2,1
nutrient_deficiency,0,25,0,10,317,0
powdery_mildew,0,2,0,0,0,196
