,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,226,0,5,0,0,0
cercospora_leaf_spot,0,321,5,4,3,0
curl_virus,2,1,325,0,0,0
healthy,3,0,0,304,0,0
nutrient_deficiency,1,0,2,5,193,0
powdery_mildew,0,0,0,0,0,188
