,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,266,1,10,0,1,0
cercospora_leaf_spot,0,356,1,3,0,0
curl_virus,3,5,273,2,0,0
healthy,0,0,0,282,0,0
nutrient_deficiency,0,1,1,2,215,0
powdery_mildew,0,0,0,0,0,165
