class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,bacterial_spot,1280,0.9266666666666666,0.6515625,0.9886461379666265,0.7651376146788991,0.9564995081068295,834,66,446,5747
1,cercospora_leaf_spot,1683,0.7272727272727273,0.0427807486631016,0.9950092421441774,0.08080808080808081,0.8230523128424618,72,27,1611,5383
2,curl_virus,1582,0.0,0.0,0.9996370894574488,0.0,0.5590529663578256,0,2,1582,5509
3,healthy,1481,0.2801649305555556,0.8717083051991897,0.40894511760513186,0.4240433568730498,0.7492376108300771,1291,3317,190,2295
4,nutrient_deficiency,1067,0.5539083557951483,0.7703842549203374,0.890142714902091,0.644453155625245,0.8957664242204431,822,662,245,5364
