class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,bacterial_spot,298,0.9828767123287672,0.9630872483221476,0.9974358974358974,0.9728813559322034,0.9946824987093443,287,5,11,1945
1,cercospora_leaf_spot,528,0.9449715370018975,0.9431818181818182,0.983139534883721,0.9440758293838862,0.9937808315715293,498,29,30,1691
2,curl_virus,397,0.9698492462311558,0.9722921914357683,0.993517017828201,0.9710691823899371,0.9971436230943311,386,12,11,1839
3,healthy,461,0.9470338983050848,0.9696312364425163,0.9860100727476218,0.9581993569131833,0.9978253401585565,447,25,14,1762
4,nutrient_deficiency,350,0.9510086455331412,0.9428571428571428,0.9910432033719705,0.9469153515064562,0.9938634653018215,330,17,20,1881
5,powdery_mildew,214,0.9905660377358491,0.9813084112149533,0.9990167158308751,0.9859154929577465,0.9996726215091115,210,2,4,2032
