class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,cercospora_leaf_spot,899,0.6586102719033232,0.4849833147942158,0.6208053691275168,0.5586162716207559,0.597759628520877,436,226,463,370
1,healthy,329,0.2714819427148194,0.662613981762918,0.49828473413379076,0.38515901060070673,0.6547779799485942,218,585,111,581
2,nutrient_deficiency,267,0.5666666666666667,0.06367041198501873,0.989413680781759,0.11447811447811448,0.6410944991399188,17,13,250,1215
