model,fold,epoch,learning_rate,train_loss,val_loss,train_accuracy,val_accuracy,train_f1_macro,val_f1_macro
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,2,1,0.0003,0.794634320910384,0.5065770964468679,0.8063414634146342,0.9612903225806452,0.8072645152317085,0.9586737422353862
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,2,2,0.0002996346075389736,0.4521652437419426,0.4393614984327747,0.9775609756097561,0.9741935483870968,0.9776003728191187,0.9729125494868072
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,2,3,0.0002985402103112355,0.42512816879807447,0.39833460527081643,0.988780487804878,1.0,0.9887875699955243,1.0
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,2,4,0.0002967221401100708,0.412910895667425,0.41034182886923515,0.9926829268292683,0.9870967741935484,0.9926805436623921,0.9877464110614579
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,2,5,0.00029418925439074776,0.40228679505790155,0.4062380213891306,0.9975609756097561,0.9935483870967742,0.9975609734333479,0.9937362368485442
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,2,6,0.0002909538931178862,0.4031868083593322,0.41690150787753444,0.9985365853658537,0.9935483870967742,0.9985371787997973,0.9937362368485442
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,2,7,0.0002870318186463901,0.3995976427997031,0.4027677747511095,0.9990243902439024,0.9935483870967742,0.999023791726352,0.9937362368485442
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,2,8,0.000282442138928839,0.398527321233982,0.4062810751699632,0.9985365853658537,0.9935483870967742,0.9985365846403843,0.9937362368485442
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,2,9,0.0002772072144234638,0.4052064169906988,0.4095200788590216,0.9946341463414634,0.9935483870967742,0.9946299312736965,0.9937362368485442
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,2,10,0.00027135254915624206,0.41323853891070295,0.40484446537110114,0.9980487804878049,0.9935483870967742,0.9980481841519838,0.9937362368485442
