epoch,learning_rate,train_accuracy,train_balanced_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_macro_specificity,train_mcc,train_auc_ovr_macro,train_loss,val_accuracy,val_balanced_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_macro_specificity,val_mcc,val_auc_ovr_macro,val_loss
1,9.999999999999999e-05,0.8616033755274262,0.8496002154838493,0.8400851887377012,0.8496002154838493,0.8441720303893347,0.9644191486019611,0.8193040824956329,,0.843362979198757,0.9545454545454546,0.9501400560224089,0.9333333333333332,0.9501400560224089,0.9328867623604467,0.99,0.9436730626313975,,0.6541041314601899
2,0.00019999999999999998,0.9856540084388186,0.9798270781273549,0.9757440286242474,0.9798270781273549,0.9777267633205003,0.9966088957416683,0.9812032122146758,,0.561145909522709,0.9924242424242424,0.9904761904761905,0.9846153846153847,0.9904761904761905,0.9871219512195122,0.9983333333333334,0.9903093907585844,1.0,0.5677206635475158
3,0.0003,0.9789029535864979,0.9760347705896762,0.9716911466265543,0.9760347705896762,0.9737809130587074,0.9947068090778547,0.9723663869504169,,0.5413367763945931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.5649651944637298
4,0.0003,0.9831223628691983,0.9826591104825907,0.9828618086967884,0.9826591104825907,0.9826837881424542,0.9955321784695064,0.9779225874964328,,0.510310389493641,0.9696969696969697,0.9656862745098038,0.9642424242424242,0.9656862745098038,0.9643231961836612,0.9922762123825954,0.9614302740857092,0.9981944444444444,0.6053736925125122
5,0.0002994311073647159,0.9839662447257383,0.9749507897820058,0.9721145412532863,0.9749507897820058,0.9734597292834204,0.9962324180256769,0.9789957609429466,,0.5404802027501558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5556973189115524
6,0.0002977287590753251,0.9873417721518988,0.9843578185563725,0.9806034882205925,0.9843578185563725,0.9823293676421183,0.9969353931859105,0.983430647442304,,0.5267373982228731,0.9848484848484849,0.9830687830687831,0.9750915750915752,0.9830687830687831,0.9787026055705301,0.9965315315315315,0.9805536161980842,,0.5790684938430786
7,0.00029490591103021566,0.9881856540084388,0.9840305374697745,0.9795894909688012,0.9840305374697745,0.9817651192974267,0.997214591386601,0.9845212382144717,,0.523018153090226,0.9772727272727273,0.9750700280112043,0.96,0.9750700280112043,0.964792703150912,0.9949999999999999,0.9712795577506362,,0.594365406036377
8,0.00029098404680749326,0.9890295358649789,0.9846992188931729,0.9846655062490139,0.9846992188931729,0.9846785791325037,0.997267642922884,0.9856108724142556,,0.521658834658171,0.9848484848484849,0.980952380952381,0.9714285714285715,0.980952380952381,0.9746153846153846,0.9966666666666667,0.9807754441785226,,0.6060973346233368
9,0.00028599301416197916,0.9890295358649789,0.9814817680911384,0.9801565190098721,0.9814817680911384,0.9807198699829298,0.9974468627941497,0.9856231405509217,,0.536977651872133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.5584265857934951
10,0.00027997079786577355,0.9915611814345991,0.9865522505575253,0.9858480096602322,0.9865522505575253,0.9861501751948554,0.9979990839031838,0.9889367733095429,,0.5108968192025235,0.9848484848484849,0.980952380952381,0.9774725274725273,0.980952380952381,0.9783636363636363,0.9964285714285716,0.980680977054034,,0.5704923629760742
11,0.0002729632306212043,0.9983122362869198,0.9975019103038851,0.9975019103038851,0.9975019103038851,0.9975019103038851,0.9995837907355455,0.9977856717076115,,0.49122405758029536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.5562130957841873
