,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,226,0,5,0,0,0
cercospora_leaf_spot,0,327,3,2,1,0
curl_virus,2,0,325,0,1,0
healthy,0,2,2,303,0,0
nutrient_deficiency,1,4,2,1,193,0
powdery_mildew,0,0,0,0,0,188
