class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,bacterial_spot,278,0.9710144927536232,0.9640287769784173,0.9938884644766998,0.9675090252707581,0.9985408159339602,268,8,10,1301
1,cercospora_leaf_spot,360,0.9886685552407932,0.9694444444444444,0.9967400162999185,0.9789621318373072,0.9967705786471068,349,4,11,1223
2,curl_virus,283,0.9166666666666666,0.9717314487632509,0.9808282208588958,0.9433962264150944,0.9973660820741833,275,25,8,1279
3,healthy,282,0.982078853046595,0.9716312056737588,0.9961685823754789,0.9768270944741533,0.9995516426184071,274,5,8,1300
4,nutrient_deficiency,219,0.9814814814814815,0.9680365296803652,0.9970760233918129,0.9747126436781609,0.9975900558092339,212,4,7,1364
5,powdery_mildew,165,1.0,0.9878787878787879,1.0,0.9939024390243902,0.999991475940843,163,0,2,1422
