split,class_name,count
train,bacterial_spot,901
train,cercospora_leaf_spot,1189
train,curl_virus,1157
train,healthy,1095
train,nutrient_deficiency,760
train,powdery_mildew,612
validation,bacterial_spot,101
validation,cercospora_leaf_spot,134
validation,curl_virus,142
validation,healthy,104
validation,nutrient_deficiency,88
validation,powdery_mildew,66
test,bacterial_spot,278
test,cercospora_leaf_spot,360
test,curl_virus,283
test,healthy,282
test,nutrient_deficiency,219
test,powdery_mildew,165
