model,fold,epoch,learning_rate,train_loss,val_loss,train_accuracy,val_accuracy,train_f1_macro,val_f1_macro,model_internal,history_file
EfficientNet-B0,3,2,0.0002996346075389,0.4325551267949546,0.4059389483544134,0.9907317073170732,1.0,0.9907334680046246,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_03/history.csv
EfficientNet-B0,3,3,0.0002985402103112,0.4170910734665103,0.4068854679984431,0.9960975609756098,0.9935483870967742,0.996098151507676,0.9937116187668876,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_03/history.csv
EfficientNet-B0,3,4,0.00029672214011,0.4104278301029671,0.3988110080842049,0.9985365853658535,1.0,0.9985365788366036,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_03/history.csv
EfficientNet-B0,3,5,0.0002941892543907,0.4071350833846301,0.3969582657660207,0.9980487804878048,1.0,0.9980487775859274,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_03/history.csv
EfficientNet-B0,3,6,0.0002909538931178,0.4004289409009421,0.3944096892110763,1.0,1.0,1.0,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_03/history.csv
EfficientNet-B0,3,7,0.0002870318186463,0.4049800095325563,0.3955460306136839,0.997560975609756,1.0,0.9975621291744152,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_03/history.csv
EfficientNet-B0,3,8,0.0002824421389288,0.4016996410416393,0.3931330361673908,0.9990243902439024,1.0,0.9990249815067334,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_03/history.csv
EfficientNet-B0,4,1,0.0003,0.6668700070497466,0.4136699163144635,0.9029268292682928,1.0,0.9033172479915345,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_04/history.csv
EfficientNet-B0,4,2,0.0002996346075389,0.4256341537033639,0.4026478240566869,0.995609756097561,1.0,0.9956097379607493,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_04/history.csv
EfficientNet-B0,4,3,0.0002985402103112,0.412654842574422,0.398759069942659,0.9965853658536584,1.0,0.9965799310416458,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_04/history.csv
EfficientNet-B0,4,4,0.00029672214011,0.4242852020263672,0.4031336542098753,0.9931707317073172,1.0,0.9931719113205104,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_04/history.csv
EfficientNet-B0,4,5,0.0002941892543907,0.4082995981123389,0.3945266454450545,0.9980487804878048,1.0,0.9980475820070606,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_04/history.csv
EfficientNet-B0,4,6,0.0002909538931178,0.4023894593773818,0.3947863549955429,0.997560975609756,1.0,0.9975603792739348,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_04/history.csv
EfficientNet-B0,4,7,0.0002870318186463,0.4034869311495525,0.3959558621529609,0.997560975609756,1.0,0.9975597836635832,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_04/history.csv
EfficientNet-B0,4,8,0.0002824421389288,0.4001403729508563,0.3944081819826557,0.997560975609756,1.0,0.9975639319503232,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_04/history.csv
EfficientNet-B0,5,1,0.0003,0.6587157749548191,0.4136452530660937,0.9048780487804878,0.9935483870967742,0.9053114136079512,0.9937116187668876,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_05/history.csv
EfficientNet-B0,5,2,0.0002996346075389,0.42716461739889,0.4019729275857248,0.9931707317073172,1.0,0.9931574356522588,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_05/history.csv
EfficientNet-B0,5,3,0.0002985402103112,0.413609797198598,0.401341873984183,0.9985365853658535,1.0,0.9985365810077164,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_05/history.csv
EfficientNet-B0,5,4,0.00029672214011,0.4167363978595268,0.3965840768429541,0.9941463414634146,1.0,0.9941486860843184,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_05/history.csv
EfficientNet-B0,5,5,0.0002941892543907,0.4068055422713117,0.39599201948412,0.9985365853658535,1.0,0.9985365846403844,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_05/history.csv
EfficientNet-B0,5,6,0.0002909538931178,0.4019938423575424,0.3970424081048658,0.9985365853658535,1.0,0.9985365831894456,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_05/history.csv
EfficientNet-B0,5,7,0.0002870318186463,0.4012877556172813,0.3945957353038172,0.9985365853658535,1.0,0.9985365831894456,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_05/history.csv
EfficientNet-B0,5,8,0.0002824421389288,0.3975365317158583,0.3953582254148298,0.9995121951219512,1.0,0.999512194396482,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_05/history.csv
EfficientNet-B0,5,9,0.0002772072144234,0.3975705229945299,0.4030747082925612,1.0,1.0,1.0,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_05/history.csv
EfficientNet-B0,6,1,0.0003,0.6368559570428802,0.413956824233455,0.9165853658536586,1.0,0.9163778412903186,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_06/history.csv
EfficientNet-B0,6,2,0.0002996346075389,0.424153619742975,0.3998771336770826,0.995609756097561,1.0,0.995606767867946,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_06/history.csv
EfficientNet-B0,6,3,0.0002985402103112,0.4170201381822911,0.401711566217484,0.9951219512195122,1.0,0.9951255060352792,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_06/history.csv
EfficientNet-B0,6,4,0.00029672214011,0.412444346997796,0.3935205894131814,0.997560975609756,1.0,0.9975603705629554,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_06/history.csv
EfficientNet-B0,6,5,0.0002941892543907,0.403493098980043,0.3966687960009421,0.9990243902439024,1.0,0.9990243902439024,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_06/history.csv
EfficientNet-B0,6,6,0.0002909538931178,0.4032629477105489,0.396718575685255,0.9980487804878048,1.0,0.9980481841519838,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_06/history.csv
EfficientNet-B0,6,7,0.0002870318186463,0.4045417577464406,0.392432475859119,0.9980487804878048,1.0,0.9980493616151817,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_06/history.csv
EfficientNet-B0,6,8,0.0002824421389288,0.4043927126977502,0.3938639898453989,0.9970731707317072,1.0,0.997074351801109,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_06/history.csv
EfficientNet-B0,7,1,0.0003,0.6737875362721885,0.410730888189808,0.8936585365853659,1.0,0.8943689247331669,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_07/history.csv
EfficientNet-B0,7,2,0.0002996346075389,0.440807484824483,0.3986596684302053,0.9858536585365854,1.0,0.9858706661445048,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_07/history.csv
EfficientNet-B0,7,3,0.0002985402103112,0.4228344331718072,0.4000757667326158,0.9921951219512196,1.0,0.992194498036842,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_07/history.csv
EfficientNet-B0,7,4,0.00029672214011,0.4068357647919073,0.3948608336910125,0.9980487804878048,1.0,0.9980487688802432,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_07/history.csv
EfficientNet-B0,7,5,0.0002941892543907,0.4016838108039484,0.3928302553392225,0.9995121951219512,1.0,0.999512194396482,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_07/history.csv
EfficientNet-B0,7,6,0.0002909538931178,0.4030213036769774,0.3948224019619726,0.9980487804878048,1.0,0.9980475820070606,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_07/history.csv
EfficientNet-B0,7,7,0.0002870318186463,0.4023842326606192,0.3939308685641134,0.997560975609756,1.0,0.9975615603433368,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_07/history.csv
EfficientNet-B0,7,8,0.0002824421389288,0.3966416286840671,0.3935810390980013,1.0,1.0,1.0,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_07/history.csv
EfficientNet-B0,8,1,0.0003,0.6670267828499399,0.4156318003131497,0.8965853658536586,1.0,0.8960142388459676,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_08/history.csv
EfficientNet-B0,8,2,0.0002996346075389,0.4288941389176903,0.4039716930158676,0.9931707317073172,1.0,0.9931754436994616,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_08/history.csv
EfficientNet-B0,8,3,0.0002985402103112,0.4196191450444663,0.4001593982019732,0.9946341463414634,1.0,0.9946400292936328,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_08/history.csv
EfficientNet-B0,8,4,0.00029672214011,0.4214745135423614,0.3984327583543716,0.9936585365853658,1.0,0.9936549064472296,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_08/history.csv
EfficientNet-B0,8,5,0.0002941892543907,0.405506946051993,0.398359146810347,0.9985365853658535,1.0,0.9985371766286846,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_08/history.csv
EfficientNet-B0,8,6,0.0002909538931178,0.4034256611800775,0.3969853824184787,0.9985365853658535,0.9935483870967742,0.9985359890300328,0.9937362368485442,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_08/history.csv
EfficientNet-B0,8,7,0.0002870318186463,0.4061590003385776,0.4025679674840742,0.997560975609756,0.9935483870967742,0.997560973433348,0.9937362368485442,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_08/history.csv
EfficientNet-B0,8,8,0.0002824421389288,0.4032339108862528,0.4055137711186563,0.9970731707317072,0.9935483870967742,0.997073748909418,0.9937362368485442,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_08/history.csv
EfficientNet-B0,9,1,0.0003,0.6553554879165278,0.4253686208878794,0.9102439024390244,1.0,0.9103583284645436,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_09/history.csv
EfficientNet-B0,9,2,0.0002996346075389,0.4267709281967907,0.4078793479550269,0.9941463414634146,1.0,0.994145704458492,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_09/history.csv
EfficientNet-B0,9,3,0.0002985402103112,0.4200468191286413,0.40986497959783,0.9941463414634146,0.9935483870967742,0.9941457233687302,0.9913871635610766,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_09/history.csv
EfficientNet-B0,9,4,0.00029672214011,0.4084516631684652,0.3966447764827359,0.9990243902439024,1.0,0.9990243887929636,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_09/history.csv
EfficientNet-B0,9,5,0.0002941892543907,0.4031683180971843,0.3987484066717086,0.9990243902439024,1.0,0.9990243895184332,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_09/history.csv
EfficientNet-B0,9,6,0.0002909538931178,0.4075072698476838,0.3998497301532376,0.9965853658536584,0.9935483870967742,0.9965883105972292,0.9913871635610766,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_09/history.csv
EfficientNet-B0,9,7,0.0002870318186463,0.4014756122449549,0.3933186988676748,0.9985365853658535,1.0,0.9985365795620728,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_09/history.csv
EfficientNet-B0,9,8,0.0002824421389288,0.3973721289053196,0.3942563153082324,0.9995121951219512,1.0,0.999512194396482,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_09/history.csv
EfficientNet-B0,10,1,0.0003,0.6742645590479781,0.4203898914398685,0.8970731707317073,0.9935483870967742,0.8968049766397563,0.9937116187668876,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_10/history.csv
EfficientNet-B0,10,2,0.0002996346075389,0.4329870622332503,0.4231440240337003,0.9917073170731708,0.9935483870967742,0.9917031187818044,0.9937116187668876,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_10/history.csv
EfficientNet-B0,10,3,0.0002985402103112,0.422818825477507,0.4084092536280232,0.9951219512195122,0.9935483870967742,0.9951255132741124,0.9937116187668876,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_10/history.csv
EfficientNet-B0,10,4,0.00029672214011,0.4061026384190815,0.3986681538243448,0.9980487804878048,1.0,0.9980487601744296,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_10/history.csv
EfficientNet-B0,10,5,0.0002941892543907,0.4126654494681009,0.3982665673378975,0.9965853658536584,1.0,0.9965846766492,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_10/history.csv
EfficientNet-B0,10,6,0.0002909538931178,0.404558452396858,0.3953125426846166,0.9985365853658535,1.0,0.9985359890300328,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_10/history.csv
EfficientNet-B0,10,7,0.0002870318186463,0.3987595751227402,0.3932907804366081,0.9995121951219512,1.0,0.999512194396482,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_10/history.csv
EfficientNet-B0,10,8,0.0002824421389288,0.4017433223491762,0.39436592671179,0.9980487804878048,1.0,0.9980475812815912,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_10/history.csv
EfficientNet-B0,10,9,0.0002772072144234,0.3989568174176099,0.3988264391499181,0.9995121951219512,0.9935483870967742,0.999512194396482,0.9937116187668876,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_10/history.csv
EfficientNet-B0,10,10,0.0002713525491562,0.3999333836974167,0.3952990774185427,0.9990243902439024,1.0,0.9990243902439024,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_10/history.csv
EfficientNet-B0,10,11,0.0002649066664678,0.3982476275141646,0.3925769767453593,0.9980487804878048,1.0,0.9980487761296674,1.0,EfficientNet_B0,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/EfficientNet_B0/fold_10/history.csv
MobileNetV3-Small,1,1,0.0003,0.7060254797121374,0.4630914572746523,0.8673170731707317,0.9870967741935484,0.8670046036503735,0.9873891625615764,MobileNetV3_Small,/home/bt/Documents/Po/chili_fruit/dataset/Chili Growth Stage Original Dataset (1)/Chili Growth Stage Original Dataset/results/baselines/MobileNetV3_Small/fold_01/history.csv
