,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,274,0,1,1,1,0
cercospora_leaf_spot,7,497,10,19,12,3
curl_virus,4,1,384,2,0,0
healthy,2,10,3,435,10,2
nutrient_deficiency,3,16,7,9,332,0
powdery_mildew,0,1,0,1,0,201
