model,folds_completed,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,precision_macro_mean,precision_macro_std,precision_macro_min,precision_macro_max,recall_macro_mean,recall_macro_std,recall_macro_min,recall_macro_max,f1_macro_mean,f1_macro_std,f1_macro_min,f1_macro_max,specificity_macro_mean,specificity_macro_std,specificity_macro_min,specificity_macro_max,mcc_mean,mcc_std,mcc_min,mcc_max,auc_ovr_macro_mean,auc_ovr_macro_std,auc_ovr_macro_min,auc_ovr_macro_max,test_loss_mean,test_loss_std,test_loss_min,test_loss_max,best_epoch_mean,best_epoch_std,best_epoch_min,best_epoch_max
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,10,0.9924214606283149,0.007788048181048971,0.9767441860465116,1.0,0.992547577481788,0.007337045761506043,0.9789473684210526,1.0,0.9916075919851499,0.01059607302972483,0.9666666666666668,1.0,0.992547577481788,0.007337045761506043,0.9789473684210526,1.0,0.991770916142916,0.009427773774614668,0.9707070707070707,1.0,0.9981425015462374,0.001821833395074387,0.9947368421052631,1.0,0.9905283250461094,0.009665665779386658,0.9713167000074935,1.0,0.9999665712373801,6.888963292803596e-05,0.9997859626821693,1.0,0.4050766742839046,0.010800904412604105,0.3930883494734067,0.42542489115581955,4.1,2.4698178070456938,2,8
