class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,bacterial_spot,27,0.9629629629629629,0.9629629629629629,0.9966887417218543,0.9629629629629629,0.9993868040225655,26,1,1,301
1,cercospora_leaf_spot,36,1.0,0.9722222222222222,1.0,0.9859154929577465,1.0,35,0,1,293
2,curl_virus,73,1.0,1.0,1.0,1.0,1.0,73,0,0,256
3,healthy,94,0.9894736842105263,1.0,0.9957446808510638,0.9947089947089947,0.9999547306473519,94,1,0,234
4,nutrient_deficiency,99,1.0,1.0,1.0,1.0,1.0,99,0,0,230
