,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,293,1,3,1,0,0
cercospora_leaf_spot,3,501,4,16,1,3
curl_virus,8,4,381,4,0,0
healthy,2,12,1,442,4,0
nutrient_deficiency,1,16,3,5,325,0
powdery_mildew,0,2,0,0,0,212
