,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,228,0,3,0,0,0
cercospora_leaf_spot,1,329,1,1,1,0
curl_virus,2,3,320,3,0,0
healthy,0,0,0,307,0,0
nutrient_deficiency,0,2,2,3,194,0
powdery_mildew,0,0,0,0,0,188
