,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,293,0,4,1,0,0
cercospora_leaf_spot,1,538,1,18,7,1
curl_virus,2,2,393,2,1,0
healthy,0,13,4,415,2,0
nutrient_deficiency,0,20,0,8,324,0
powdery_mildew,0,1,0,0,0,197
