,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,259,0,0,0,0,0
cercospora_leaf_spot,0,317,5,4,0,0
curl_virus,3,2,317,2,4,0
healthy,2,1,1,280,0,2
nutrient_deficiency,1,2,1,0,209,1
powdery_mildew,0,0,0,0,0,174
