,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,257,0,1,0,0,0
cercospora_leaf_spot,0,310,3,0,0,0
curl_virus,0,1,318,2,0,0
healthy,3,2,2,294,0,0
nutrient_deficiency,0,1,4,0,214,0
powdery_mildew,0,1,0,0,0,174
