model,fold,epoch,learning_rate,train_loss,val_loss,train_accuracy,val_accuracy,train_f1_macro,val_f1_macro
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,1,0.0003,0.7560873805022821,0.5218113099375079,0.8375609756097561,0.9354838709677419,0.8369206937352246,0.9256769374416433
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,2,0.0002996346075389736,0.4306726057936506,0.42578549750389594,0.9878048780487805,0.9806451612903225,0.9878035092990872,0.9771286298214547
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,3,0.0002985402103112355,0.4246803804723228,0.4122486066433691,0.9897560975609756,0.9935483870967742,0.9897601820960971,0.9937116187668877
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,4,0.0002967221401100708,0.41254932598369876,0.4233865857124329,0.9975609756097561,0.9806451612903225,0.9975609734333479,0.9771286298214547
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,5,0.00029418925439074776,0.4032989667392359,0.3990740437661448,0.9965853658536585,0.9935483870967742,0.996584172456547,0.9937116187668877
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,6,0.0002909538931178862,0.40199337970919724,0.39573006706853064,0.9975609756097561,0.9935483870967742,0.9975603778229963,0.9937116187668877
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,7,0.0002870318186463901,0.40325877178006053,0.4010937754184969,0.9960975609756098,0.9935483870967742,0.9960975551718289,0.9937116187668877
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,8,0.000282442138928839,0.399369279582326,0.3919676273099838,0.9985365853658537,1.0,0.9985359861228339,1.0
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,9,0.0002772072144234638,0.41901370795761667,0.4113166016917075,0.9941463414634146,0.9935483870967742,0.9941354915710792,0.9937116187668877
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,10,0.00027135254915624206,0.3985976844008376,0.41151653508986197,0.9985365853658537,0.9935483870967742,0.9985347897971992,0.9937116187668877
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,11,0.0002649066664678466,0.39843920515804754,0.4101237197076121,0.9985365853658537,0.9935483870967742,0.9985353825109688,0.9937116187668877
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,12,0.0002579009700507976,0.4082521594442972,0.4098269524112825,0.9951219512195122,0.9935483870967742,0.9951242865740049,0.9937116187668877
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,13,0.00025036959095382864,0.40777452082168764,0.4096041352518143,0.9960975609756098,0.9935483870967742,0.9960981326346869,0.9937116187668877
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,14,0.00024234922129884865,0.40018767042857845,0.4094122752066581,0.9975609756097561,0.9935483870967742,0.9975621632031126,0.9937116187668877
ChiliLiteV2_MNV3S_MultiLevel_ColorGate,9,15,0.00023387893552061193,0.39853846090595896,0.39936091323052686,0.9985365853658537,0.9935483870967742,0.9985377621035824,0.9937116187668877
