class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,bacterial_spot,259,0.9807692307692307,0.9845559845559846,0.9962349397590361,0.9826589595375722,0.9998895194678328,255,5,4,1323
1,cercospora_leaf_spot,326,0.9671641791044776,0.9938650306748467,0.9912767644726408,0.9803328290468987,0.9984772042832886,324,11,2,1250
2,curl_virus,328,0.9780564263322884,0.9512195121951219,0.9944400317712471,0.964451313755796,0.9979077471473683,312,7,16,1252
3,healthy,286,0.9791666666666666,0.986013986013986,0.9953881629515757,0.9825783972125436,0.9978418967658013,282,6,4,1295
4,nutrient_deficiency,214,0.981042654028436,0.9672897196261683,0.9970866715222141,0.9741176470588235,0.9993295260395749,207,4,7,1369
5,powdery_mildew,174,1.0,1.0,1.0,1.0,1.0,174,0,0,1413
