,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,248,0,2,3,1,0
cercospora_leaf_spot,0,342,1,7,1,0
curl_virus,1,7,309,2,3,0
healthy,0,0,0,305,0,0
nutrient_deficiency,1,0,0,0,213,0
powdery_mildew,0,0,0,0,0,141
